"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025年41週(10月06日～10月12日)","2025年10月15日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）","","COVID-19",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","9074","2.36","3806","1.63","606","0.26","4512","1.93","9169","3.92","516","0.22","850","0.36","2928","1.25","657","0.28","1050","0.45","111","0.05","11","0.02","727","1.05","4","0.01","28","0.06","734","1.53","4","0.01","5","0.01","14303","3.72"
"北海道","349","2.10","104","1.04","26","0.26","222","2.22","212","2.12","20","0.20","242","2.42","72","0.72","19","0.19","37","0.37","9","0.09","-","-","3","0.10","-","-","2","0.09","75","3.26","-","-","1","0.04","538","3.24"
"青森県","30","0.58","14","0.41","5","0.15","48","1.41","52","1.53","4","0.12","10","0.29","5","0.15","5","0.15","15","0.44","2","0.06","-","-","3","0.33","1","0.17","-","-","13","2.17","-","-","-","-","117","2.25"
"岩手県","43","1.02","14","0.52","6","0.22","47","1.74","157","5.81","6","0.22","8","0.30","31","1.15","8","0.30","14","0.52","-","-","-","-","3","0.21","-","-","-","-","20","1.05","-","-","-","-","184","4.38"
"宮城県","108","1.96","15","0.48","3","0.10","58","1.87","135","4.35","12","0.39","2","0.06","50","1.61","7","0.23","10","0.32","2","0.06","-","-","2","0.17","-","-","1","0.10","33","3.30","-","-","-","-","260","4.73"
"秋田県","9","0.36","10","0.77","2","0.15","8","0.62","40","3.08","5","0.38","-","-","20","1.54","4","0.31","8","0.62","3","0.23","-","-","1","0.14","-","-","-","-","66","8.25","-","-","-","-","103","4.12"
