pref,category,year_week,ma4,weekly_value,yr,wk
三重県,A群溶血性レンサ球菌咽頭炎,2017-01,1.1875,0.67,2017,1
三重県,A群溶血性レンサ球菌咽頭炎,2017-02,1,0.47,2017,2
三重県,A群溶血性レンサ球菌咽頭炎,2017-03,0.8275,1.33,2017,3
三重県,A群溶血性レンサ球菌咽頭炎,2017-04,0.8999999999999999,1.13,2017,4
三重県,A群溶血性レンサ球菌咽頭炎,2017-05,1.0875,1.42,2017,5
三重県,A群溶血性レンサ球菌咽頭炎,2017-06,1.375,1.62,2017,6
三重県,A群溶血性レンサ球菌咽頭炎,2017-07,1.52,1.91,2017,7
三重県,A群溶血性レンサ球菌咽頭炎,2017-08,1.6475,1.64,2017,8
三重県,A群溶血性レンサ球菌咽頭炎,2017-09,1.7425,1.8,2017,9
三重県,A群溶血性レンサ球菌咽頭炎,2017-10,1.7475,1.64,2017,10
三重県,A群溶血性レンサ球菌咽頭炎,2017-11,1.71,1.76,2017,11
三重県,A群溶血性レンサ球菌咽頭炎,2017-12,1.7,1.6,2017,12
三重県,A群溶血性レンサ球菌咽頭炎,2017-13,1.545,1.18,2017,13
三重県,A群溶血性レンサ球菌咽頭炎,2017-14,1.3575,0.89,2017,14
三重県,A群溶血性レンサ球菌咽頭炎,2017-15,1.2725,1.42,2017,15
三重県,A群溶血性レンサ球菌咽頭炎,2017-16,1.2550000000000001,1.53,2017,16
三重県,A群溶血性レンサ球菌咽頭炎,2017-17,1.2925,1.33,2017,17
三重県,A群溶血性レンサ球菌咽頭炎,2017-18,1.365,1.18,2017,18
三重県,A群溶血性レンサ球菌咽頭炎,2017-19,1.57,2.24,2017,19
三重県,A群溶血性レンサ球菌咽頭炎,2017-20,1.6975,2.04,2017,20
三重県,A群溶血性レンサ球菌咽頭炎,2017-21,1.9475,2.33,2017,21
三重県,A群溶血性レンサ球菌咽頭炎,2017-22,2.2575000000000003,2.42,2017,22
三重県,A群溶血性レンサ球菌咽頭炎,2017-23,2.325,2.51,2017,23
三重県,A群溶血性レンサ球菌咽頭炎,2017-24,2.505,2.76,2017,24
三重県,A群溶血性レンサ球菌咽頭炎,2017-25,2.6225,2.8,2017,25
三重県,A群溶血性レンサ球菌咽頭炎,2017-26,2.695,2.71,2017,26
三重県,A群溶血性レンサ球菌咽頭炎,2017-27,2.5575,1.96,2017,27
三重県,A群溶血性レンサ球菌咽頭炎,2017-28,2.2125,1.38,2017,28
三重県,A群溶血性レンサ球菌咽頭炎,2017-29,1.8125,1.2,2017,29
三重県,A群溶血性レンサ球菌咽頭炎,2017-30,1.385,1,2017,30
三重県,A群溶血性レンサ球菌咽頭炎,2017-31,1.0775,0.73,2017,31
三重県,A群溶血性レンサ球菌咽頭炎,2017-32,0.8825000000000001,0.6,2017,32
三重県,A群溶血性レンサ球菌咽頭炎,2017-33,0.7725,0.76,2017,33
三重県,A群溶血性レンサ球菌咽頭炎,2017-34,0.6275,0.42,2017,34
三重県,A群溶血性レンサ球菌咽頭炎,2017-35,0.605,0.64,2017,35
三重県,A群溶血性レンサ球菌咽頭炎,2017-36,0.7,0.98,2017,36
三重県,A群溶血性レンサ球菌咽頭炎,2017-37,0.7775,1.07,2017,37
