pref,category,year_week,ma4,weekly_value,yr,wk
三重県,A群溶血性レンサ球菌咽頭炎,2022-01,0.23249999999999998,0.04,2022,1
三重県,A群溶血性レンサ球菌咽頭炎,2022-02,0.155,0.11,2022,2
三重県,A群溶血性レンサ球菌咽頭炎,2022-03,0.1475,0.24,2022,3
三重県,A群溶血性レンサ球菌咽頭炎,2022-04,0.2075,0.44,2022,4
三重県,A群溶血性レンサ球菌咽頭炎,2022-05,0.225,0.11,2022,5
三重県,A群溶血性レンサ球菌咽頭炎,2022-06,0.23249999999999998,0.14,2022,6
三重県,A群溶血性レンサ球菌咽頭炎,2022-07,0.2175,0.18,2022,7
三重県,A群溶血性レンサ球菌咽頭炎,2022-08,0.245,0.55,2022,8
三重県,A群溶血性レンサ球菌咽頭炎,2022-09,0.27749999999999997,0.24,2022,9
三重県,A群溶血性レンサ球菌咽頭炎,2022-10,0.2925,0.2,2022,10
三重県,A群溶血性レンサ球菌咽頭炎,2022-11,0.2875,0.16,2022,11
三重県,A群溶血性レンサ球菌咽頭炎,2022-12,0.1725,0.09,2022,12
三重県,A群溶血性レンサ球菌咽頭炎,2022-13,0.14,0.11,2022,13
三重県,A群溶血性レンサ球菌咽頭炎,2022-14,0.1675,0.31,2022,14
三重県,A群溶血性レンサ球菌咽頭炎,2022-15,0.155,0.11,2022,15
三重県,A群溶血性レンサ球菌咽頭炎,2022-16,0.155,0.09,2022,16
三重県,A群溶血性レンサ球菌咽頭炎,2022-17,0.16749999999999998,0.16,2022,17
三重県,A群溶血性レンサ球菌咽頭炎,2022-18,0.11249999999999999,0.09,2022,18
三重県,A群溶血性レンサ球菌咽頭炎,2022-19,0.135,0.2,2022,19
三重県,A群溶血性レンサ球菌咽頭炎,2022-20,0.185,0.29,2022,20
三重県,A群溶血性レンサ球菌咽頭炎,2022-21,0.205,0.24,2022,21
三重県,A群溶血性レンサ球菌咽頭炎,2022-22,0.2675,0.34,2022,22
三重県,A群溶血性レンサ球菌咽頭炎,2022-23,0.2675,0.2,2022,23
三重県,A群溶血性レンサ球菌咽頭炎,2022-24,0.2675,0.29,2022,24
三重県,A群溶血性レンサ球菌咽頭炎,2022-25,0.23000000000000004,0.09,2022,25
三重県,A群溶血性レンサ球菌咽頭炎,2022-26,0.27249999999999996,0.51,2022,26
三重県,A群溶血性レンサ球菌咽頭炎,2022-27,0.2825,0.24,2022,27
三重県,A群溶血性レンサ球菌咽頭炎,2022-28,0.32,0.44,2022,28
三重県,A群溶血性レンサ球菌咽頭炎,2022-29,0.3325,0.14,2022,29
三重県,A群溶血性レンサ球菌咽頭炎,2022-30,0.245,0.16,2022,30
三重県,A群溶血性レンサ球菌咽頭炎,2022-31,0.21500000000000002,0.12,2022,31
三重県,A群溶血性レンサ球菌咽頭炎,2022-32,0.225,0.48,2022,32
三重県,A群溶血性レンサ球菌咽頭炎,2022-33,0.2025,0.05,2022,33
三重県,A群溶血性レンサ球菌咽頭炎,2022-34,0.175,0.05,2022,34
三重県,A群溶血性レンサ球菌咽頭炎,2022-35,0.155,0.04,2022,35
三重県,A群溶血性レンサ球菌咽頭炎,2022-36,0.08,0.18,2022,36
三重県,A群溶血性レンサ球菌咽頭炎,2022-37,0.10749999999999998,0.16,2022,37
三重県,A群溶血性レンサ球菌咽頭炎,2022-38,0.09499999999999999,0,2022,38
三重県,A群溶血性レンサ球菌咽頭炎,2022-39,0.15749999999999997,0.29,2022,39
三重県,A群溶血性レンサ球菌咽頭炎,2022-40,0.13999999999999999,0.11,2022,40
三重県,A群溶血性レンサ球菌咽頭炎,2022-41,0.105,0.02,2022,41
三重県,A群溶血性レンサ球菌咽頭炎,2022-42,0.15,0.18,2022,42
三重県,A群溶血性レンサ球菌咽頭炎,2022-43,0.1325,0.22,2022,43
三重県,A群溶血性レンサ球菌咽頭炎,2022-44,0.16,0.22,2022,44
三重県,A群溶血性レンサ球菌咽頭炎,2022-45,0.1825,0.11,2022,45
三重県,A群溶血性レンサ球菌咽頭炎,2022-46,0.16999999999999998,0.13,2022,46
三重県,A群溶血性レンサ球菌咽頭炎,2022-47,0.1375,0.09,2022,47
三重県,A群溶血性レンサ球菌咽頭炎,2022-48,0.1175,0.14,2022,48
三重県,A群溶血性レンサ球菌咽頭炎,2022-49,0.17500000000000002,0.34,2022,49
三重県,A群溶血性レンサ球菌咽頭炎,2022-50,0.1875,0.18,2022,50
三重県,A群溶血性レンサ球菌咽頭炎,2022-51,0.2275,0.25,2022,51
三重県,A群溶血性レンサ球菌咽頭炎,2022-52,0.29000000000000004,0.2,2022,52
三重県,RSウイルス,2022-07,0.042499999999999996,0.02,2022,7
三重県,RSウイルス,2022-16,0.042499999999999996,0.02,2022,16
三重県,RSウイルス,2022-17,0.06,0.09,2022,17
