pref,category,year_week,ma4,weekly_value,yr,wk
三重県,A群溶血性レンサ球菌咽頭炎,2018-01,2.275,1.04,2018,1
三重県,A群溶血性レンサ球菌咽頭炎,2018-02,1.9099999999999997,1.76,2018,2
三重県,A群溶血性レンサ球菌咽頭炎,2018-03,1.8275000000000001,2.2,2018,3
三重県,A群溶血性レンサ球菌咽頭炎,2018-04,1.7275,1.91,2018,4
三重県,A群溶血性レンサ球菌咽頭炎,2018-05,1.9075,1.76,2018,5
三重県,A群溶血性レンサ球菌咽頭炎,2018-06,1.8725,1.62,2018,6
三重県,A群溶血性レンサ球菌咽頭炎,2018-07,1.6400000000000001,1.27,2018,7
三重県,A群溶血性レンサ球菌咽頭炎,2018-08,1.7725,2.44,2018,8
三重県,A群溶血性レンサ球菌咽頭炎,2018-09,1.8425,2.04,2018,9
三重県,A群溶血性レンサ球菌咽頭炎,2018-10,2.0425,2.42,2018,10
三重県,A群溶血性レンサ球菌咽頭炎,2018-11,2.375,2.6,2018,11
三重県,A群溶血性レンサ球菌咽頭炎,2018-12,2.425,2.64,2018,12
三重県,A群溶血性レンサ球菌咽頭炎,2018-13,2.4975,2.33,2018,13
三重県,A群溶血性レンサ球菌咽頭炎,2018-14,2.47,2.31,2018,14
三重県,A群溶血性レンサ球菌咽頭炎,2018-15,2.4925,2.69,2018,15
三重県,A群溶血性レンサ球菌咽頭炎,2018-16,2.7425,3.64,2018,16
三重県,A群溶血性レンサ球菌咽頭炎,2018-17,2.97,3.24,2018,17
三重県,A群溶血性レンサ球菌咽頭炎,2018-18,2.875,1.93,2018,18
三重県,A群溶血性レンサ球菌咽頭炎,2018-19,3.0200000000000005,3.27,2018,19
三重県,A群溶血性レンサ球菌咽頭炎,2018-20,2.965,3.42,2018,20
三重県,A群溶血性レンサ球菌咽頭炎,2018-21,2.8775,2.89,2018,21
三重県,A群溶血性レンサ球菌咽頭炎,2018-22,3.09,2.78,2018,22
三重県,A群溶血性レンサ球菌咽頭炎,2018-23,2.9725,2.8,2018,23
三重県,A群溶血性レンサ球菌咽頭炎,2018-24,2.75,2.53,2018,24
三重県,A群溶血性レンサ球菌咽頭炎,2018-25,2.85,3.29,2018,25
三重県,A群溶血性レンサ球菌咽頭炎,2018-26,2.7775,2.49,2018,26
三重県,A群溶血性レンサ球菌咽頭炎,2018-27,2.5325,1.82,2018,27
三重県,A群溶血性レンサ球菌咽頭炎,2018-28,2.3825000000000003,1.93,2018,28
三重県,A群溶血性レンサ球菌咽頭炎,2018-29,1.8775000000000002,1.27,2018,29
三重県,A群溶血性レンサ球菌咽頭炎,2018-30,1.6325,1.51,2018,30
三重県,A群溶血性レンサ球菌咽頭炎,2018-31,1.535,1.43,2018,31
三重県,A群溶血性レンサ球菌咽頭炎,2018-32,1.2425000000000002,0.76,2018,32
三重県,A群溶血性レンサ球菌咽頭炎,2018-33,1.1524999999999999,0.91,2018,33
三重県,A群溶血性レンサ球菌咽頭炎,2018-34,0.9475,0.69,2018,34
三重県,A群溶血性レンサ球菌咽頭炎,2018-35,0.895,1.22,2018,35
三重県,A群溶血性レンサ球菌咽頭炎,2018-36,0.955,1,2018,36
三重県,A群溶血性レンサ球菌咽頭炎,2018-37,0.9674999999999999,0.96,2018,37
三重県,A群溶血性レンサ球菌咽頭炎,2018-38,0.9550000000000001,0.64,2018,38
