pref,category,year_week,ma4,weekly_value,yr,wk
三重県,A群溶血性レンサ球菌咽頭炎,2014-01,0.79,0.18,2014,1
三重県,A群溶血性レンサ球菌咽頭炎,2014-02,0.7850000000000001,0.91,2014,2
三重県,A群溶血性レンサ球菌咽頭炎,2014-03,0.7275,0.84,2014,3
三重県,A群溶血性レンサ球菌咽頭炎,2014-04,0.7875000000000001,1.22,2014,4
三重県,A群溶血性レンサ球菌咽頭炎,2014-05,1.065,1.29,2014,5
三重県,A群溶血性レンサ球菌咽頭炎,2014-06,1.0875,1,2014,6
三重県,A群溶血性レンサ球菌咽頭炎,2014-07,1.0375,0.64,2014,7
三重県,A群溶血性レンサ球菌咽頭炎,2014-08,0.9725,0.96,2014,8
三重県,A群溶血性レンサ球菌咽頭炎,2014-09,0.905,1.02,2014,9
三重県,A群溶血性レンサ球菌咽頭炎,2014-10,0.9725,1.27,2014,10
三重県,A群溶血性レンサ球菌咽頭炎,2014-11,1.04,0.91,2014,11
三重県,A群溶血性レンサ球菌咽頭炎,2014-12,1.1275,1.31,2014,12
三重県,A群溶血性レンサ球菌咽頭炎,2014-13,1.1,0.91,2014,13
三重県,A群溶血性レンサ球菌咽頭炎,2014-14,1.1,1.27,2014,14
三重県,A群溶血性レンサ球菌咽頭炎,2014-15,1.105,0.93,2014,15
三重県,A群溶血性レンサ球菌咽頭炎,2014-16,1.2325,1.82,2014,16
三重県,A群溶血性レンサ球菌咽頭炎,2014-17,1.5099999999999998,2.02,2014,17
三重県,A群溶血性レンサ球菌咽頭炎,2014-18,1.5875,1.58,2014,18
三重県,A群溶血性レンサ球菌咽頭炎,2014-19,1.6725,1.27,2014,19
三重県,A群溶血性レンサ球菌咽頭炎,2014-20,1.6775000000000002,1.84,2014,20
三重県,A群溶血性レンサ球菌咽頭炎,2014-21,1.8225000000000002,2.6,2014,21
三重県,A群溶血性レンサ球菌咽頭炎,2014-22,2,2.29,2014,22
三重県,A群溶血性レンサ球菌咽頭炎,2014-23,2.15,1.87,2014,23
三重県,A群溶血性レンサ球菌咽頭炎,2014-24,2.2350000000000003,2.18,2014,24
三重県,A群溶血性レンサ球菌咽頭炎,2014-25,2.075,1.96,2014,25
三重県,A群溶血性レンサ球菌咽頭炎,2014-26,1.885,1.53,2014,26
三重県,A群溶血性レンサ球菌咽頭炎,2014-27,1.745,1.31,2014,27
三重県,A群溶血性レンサ球菌咽頭炎,2014-28,1.49,1.16,2014,28
三重県,A群溶血性レンサ球菌咽頭炎,2014-29,1.2449999999999999,0.98,2014,29
三重県,A群溶血性レンサ球菌咽頭炎,2014-30,0.9674999999999999,0.42,2014,30
三重県,A群溶血性レンサ球菌咽頭炎,2014-31,0.8174999999999999,0.71,2014,31
三重県,A群溶血性レンサ球菌咽頭炎,2014-32,0.71,0.73,2014,32
三重県,A群溶血性レンサ球菌咽頭炎,2014-33,0.5599999999999999,0.38,2014,33
三重県,A群溶血性レンサ球菌咽頭炎,2014-34,0.595,0.56,2014,34
三重県,A群溶血性レンサ球菌咽頭炎,2014-35,0.5725,0.62,2014,35
三重県,A群溶血性レンサ球菌咽頭炎,2014-36,0.545,0.62,2014,36
三重県,A群溶血性レンサ球菌咽頭炎,2014-37,0.5675,0.47,2014,37
三重県,A群溶血性レンサ球菌咽頭炎,2014-38,0.5675,0.56,2014,38
三重県,A群溶血性レンサ球菌咽頭炎,2014-39,0.545,0.53,2014,39
三重県,A群溶血性レンサ球菌咽頭炎,2014-40,0.5075000000000001,0.47,2014,40
三重県,A群溶血性レンサ球菌咽頭炎,2014-41,0.485,0.38,2014,41
三重県,A群溶血性レンサ球菌咽頭炎,2014-42,0.505,0.64,2014,42
三重県,A群溶血性レンサ球菌咽頭炎,2014-43,0.595,0.89,2014,43
三重県,A群溶血性レンサ球菌咽頭炎,2014-44,0.7725,1.18,2014,44
三重県,A群溶血性レンサ球菌咽頭炎,2014-45,0.9675,1.16,2014,45
三重県,A群溶血性レンサ球菌咽頭炎,2014-46,1.1075,1.2,2014,46
三重県,A群溶血性レンサ球菌咽頭炎,2014-47,1.3175,1.73,2014,47
三重県,A群溶血性レンサ球菌咽頭炎,2014-48,1.3675,1.38,2014,48
三重県,A群溶血性レンサ球菌咽頭炎,2014-49,1.4825000000000002,1.62,2014,49
三重県,A群溶血性レンサ球菌咽頭炎,2014-50,1.8050000000000002,2.49,2014,50
三重県,A群溶血性レンサ球菌咽頭炎,2014-51,1.84,1.87,2014,51
三重県,A群溶血性レンサ球菌咽頭炎,2014-52,1.955,1.84,2014,52
三重県,インフルエンザ,2014-01,0.7350000000000001,1.17,2014,1
三重県,インフルエンザ,2014-02,2.1525,5.93,2014,2
三重県,インフルエンザ,2014-03,4.862500000000001,11.28,2014,3
