pref,category,year_week,ma4,weekly_value,yr,wk
三重県,A群溶血性レンサ球菌咽頭炎,2012-40,0.4875,0.58,2012,40
三重県,A群溶血性レンサ球菌咽頭炎,2012-41,0.4875,0.42,2012,41
三重県,A群溶血性レンサ球菌咽頭炎,2012-42,0.505,0.6,2012,42
三重県,A群溶血性レンサ球菌咽頭炎,2012-43,0.54,0.56,2012,43
三重県,A群溶血性レンサ球菌咽頭炎,2012-44,0.54,0.58,2012,44
三重県,A群溶血性レンサ球菌咽頭炎,2012-45,0.625,0.76,2012,45
三重県,A群溶血性レンサ球菌咽頭炎,2012-46,0.72,0.98,2012,46
三重県,A群溶血性レンサ球菌咽頭炎,2012-47,0.8400000000000001,1.04,2012,47
三重県,A群溶血性レンサ球菌咽頭炎,2012-48,0.8625,0.67,2012,48
三重県,A群溶血性レンサ球菌咽頭炎,2012-49,0.9825,1.24,2012,49
三重県,A群溶血性レンサ球菌咽頭炎,2012-50,1.0875,1.4,2012,50
三重県,A群溶血性レンサ球菌咽頭炎,2012-51,1.2375,1.64,2012,51
三重県,A群溶血性レンサ球菌咽頭炎,2012-52,1.5975000000000001,2.11,2012,52
三重県,インフルエンザ,2012-40,0.035,0.03,2012,40
三重県,インフルエンザ,2012-41,0.045000000000000005,0.04,2012,41
三重県,インフルエンザ,2012-42,0.057499999999999996,0.08,2012,42
三重県,インフルエンザ,2012-43,0.0575,0.08,2012,43
三重県,インフルエンザ,2012-44,0.0575,0.03,2012,44
三重県,インフルエンザ,2012-45,0.0625,0.06,2012,45
三重県,インフルエンザ,2012-46,0.057499999999999996,0.06,2012,46
三重県,インフルエンザ,2012-47,0.045,0.03,2012,47
三重県,インフルエンザ,2012-48,0.055,0.07,2012,48
三重県,インフルエンザ,2012-49,0.0575,0.07,2012,49
三重県,インフルエンザ,2012-50,0.13,0.35,2012,50
三重県,インフルエンザ,2012-51,0.2725,0.6,2012,51
三重県,インフルエンザ,2012-52,0.52,1.06,2012,52
三重県,クラミジア肺炎,2012-40,0,0,2012,40
三重県,クラミジア肺炎,2012-41,0,0,2012,41
三重県,クラミジア肺炎,2012-42,0,0,2012,42
