pref,category,year_week,ma4,weekly_value,yr,wk
三重県,A群溶血性レンサ球菌咽頭炎,2019-01,2.3325,0.82,2019,1
三重県,A群溶血性レンサ球菌咽頭炎,2019-02,1.9825,1.51,2019,2
三重県,A群溶血性レンサ球菌咽頭炎,2019-03,1.5150000000000001,1.4,2019,3
三重県,A群溶血性レンサ球菌咽頭炎,2019-04,1.5325,2.4,2019,4
三重県,A群溶血性レンサ球菌咽頭炎,2019-05,1.995,2.67,2019,5
三重県,A群溶血性レンサ球菌咽頭炎,2019-06,2.14,2.09,2019,6
三重県,A群溶血性レンサ球菌咽頭炎,2019-07,2.195,1.62,2019,7
三重県,A群溶血性レンサ球菌咽頭炎,2019-08,2.3275,2.93,2019,8
三重県,A群溶血性レンサ球菌咽頭炎,2019-09,2.17,2.04,2019,9
三重県,A群溶血性レンサ球菌咽頭炎,2019-10,2.2024999999999997,2.22,2019,10
三重県,A群溶血性レンサ球菌咽頭炎,2019-11,2.2975000000000003,2,2019,11
三重県,A群溶血性レンサ球菌咽頭炎,2019-12,2.115,2.2,2019,12
三重県,A群溶血性レンサ球菌咽頭炎,2019-13,1.995,1.56,2019,13
三重県,A群溶血性レンサ球菌咽頭炎,2019-14,1.8625,1.69,2019,14
三重県,A群溶血性レンサ球菌咽頭炎,2019-15,1.8074999999999999,1.78,2019,15
三重県,A群溶血性レンサ球菌咽頭炎,2019-16,1.8625000000000003,2.42,2019,16
三重県,A群溶血性レンサ球菌咽頭炎,2019-17,2.04,2.27,2019,17
三重県,A群溶血性レンサ球菌咽頭炎,2019-18,1.7175,0.4,2019,18
三重県,A群溶血性レンサ球菌咽頭炎,2019-19,1.6825,1.64,2019,19
三重県,A群溶血性レンサ球菌咽頭炎,2019-20,1.5499999999999998,1.89,2019,20
三重県,A群溶血性レンサ球菌咽頭炎,2019-21,1.4425000000000001,1.84,2019,21
三重県,A群溶血性レンサ球菌咽頭炎,2019-22,1.91,2.27,2019,22
