pref,category,year_week,ma4,weekly_value,yr,wk
三重県,A群溶血性レンサ球菌咽頭炎,2016-01,1.3050000000000002,1.11,2016,1
三重県,A群溶血性レンサ球菌咽頭炎,2016-02,1.2174999999999998,1.27,2016,2
三重県,A群溶血性レンサ球菌咽頭炎,2016-03,1.3175,2.13,2016,3
三重県,A群溶血性レンサ球菌咽頭炎,2016-04,1.5875000000000001,1.84,2016,4
三重県,A群溶血性レンサ球菌咽頭炎,2016-05,1.7875,1.91,2016,5
三重県,A群溶血性レンサ球菌咽頭炎,2016-06,1.8599999999999999,1.56,2016,6
三重県,A群溶血性レンサ球菌咽頭炎,2016-07,1.7875,1.84,2016,7
三重県,A群溶血性レンサ球菌咽頭炎,2016-08,1.6875,1.44,2016,8
三重県,A群溶血性レンサ球菌咽頭炎,2016-09,1.71,2,2016,9
三重県,A群溶血性レンサ球菌咽頭炎,2016-10,1.6749999999999998,1.42,2016,10
三重県,A群溶血性レンサ球菌咽頭炎,2016-11,1.565,1.4,2016,11
三重県,A群溶血性レンサ球菌咽頭炎,2016-12,1.5274999999999999,1.29,2016,12
三重県,A群溶血性レンサ球菌咽頭炎,2016-13,1.3175,1.16,2016,13
三重県,A群溶血性レンサ球菌咽頭炎,2016-14,1.24,1.11,2016,14
三重県,A群溶血性レンサ球菌咽頭炎,2016-15,1.23,1.36,2016,15
三重県,A群溶血性レンサ球菌咽頭炎,2016-16,1.3900000000000001,1.93,2016,16
三重県,A群溶血性レンサ球菌咽頭炎,2016-17,1.56,1.84,2016,17
三重県,A群溶血性レンサ球菌咽頭炎,2016-18,1.61,1.31,2016,18
三重県,A群溶血性レンサ球菌咽頭炎,2016-19,1.77,2,2016,19
三重県,A群溶血性レンサ球菌咽頭炎,2016-20,1.81,2.09,2016,20
三重県,A群溶血性レンサ球菌咽頭炎,2016-21,1.8725,2.09,2016,21
三重県,A群溶血性レンサ球菌咽頭炎,2016-22,2.0774999999999997,2.13,2016,22
三重県,A群溶血性レンサ球菌咽頭炎,2016-23,2.11,2.13,2016,23
三重県,A群溶血性レンサ球菌咽頭炎,2016-24,2.0275,1.76,2016,24
三重県,A群溶血性レンサ球菌咽頭炎,2016-25,2.0374999999999996,2.13,2016,25
三重県,A群溶血性レンサ球菌咽頭炎,2016-26,1.855,1.4,2016,26
三重県,A群溶血性レンサ球菌咽頭炎,2016-27,1.65,1.31,2016,27
三重県,A群溶血性レンサ球菌咽頭炎,2016-28,1.555,1.38,2016,28
三重県,A群溶血性レンサ球菌咽頭炎,2016-29,1.24,0.87,2016,29
三重県,A群溶血性レンサ球菌咽頭炎,2016-30,1.0350000000000001,0.58,2016,30
三重県,A群溶血性レンサ球菌咽頭炎,2016-31,0.9175,0.84,2016,31
三重県,A群溶血性レンサ球菌咽頭炎,2016-32,0.7050000000000001,0.53,2016,32
三重県,A群溶血性レンサ球菌咽頭炎,2016-33,0.6325,0.58,2016,33
三重県,A群溶血性レンサ球菌咽頭炎,2016-34,0.5875,0.4,2016,34
三重県,A群溶血性レンサ球菌咽頭炎,2016-35,0.6500000000000001,1.09,2016,35
三重県,A群溶血性レンサ球菌咽頭炎,2016-36,0.6725,0.62,2016,36
三重県,A群溶血性レンサ球菌咽頭炎,2016-37,0.7000000000000001,0.69,2016,37
三重県,A群溶血性レンサ球菌咽頭炎,2016-38,0.7550000000000001,0.62,2016,38
三重県,A群溶血性レンサ球菌咽頭炎,2016-39,0.7425,1.04,2016,39
三重県,A群溶血性レンサ球菌咽頭炎,2016-40,0.8275,0.96,2016,40
三重県,A群溶血性レンサ球菌咽頭炎,2016-41,0.805,0.6,2016,41
三重県,A群溶血性レンサ球菌咽頭炎,2016-42,0.9725,1.29,2016,42
三重県,A群溶血性レンサ球菌咽頭炎,2016-43,1.0625,1.4,2016,43
三重県,A群溶血性レンサ球菌咽頭炎,2016-44,1.0274999999999999,0.82,2016,44
三重県,A群溶血性レンサ球菌咽頭炎,2016-45,1.2325,1.42,2016,45
三重県,A群溶血性レンサ球菌咽頭炎,2016-46,1.265,1.42,2016,46
三重県,A群溶血性レンサ球菌咽頭炎,2016-47,1.1925000000000001,1.11,2016,47
三重県,A群溶血性レンサ球菌咽頭炎,2016-48,1.355,1.47,2016,48
三重県,A群溶血性レンサ球菌咽頭炎,2016-49,1.305,1.22,2016,49
三重県,A群溶血性レンサ球菌咽頭炎,2016-50,1.455,2.02,2016,50
三重県,A群溶血性レンサ球菌咽頭炎,2016-51,1.3875,0.84,2016,51
三重県,A群溶血性レンサ球菌咽頭炎,2016-53,1.495,0.76,2016,53
三重県,インフルエンザ,2016-01,2.4025000000000003,1.36,2016,1
三重県,インフルエンザ,2016-02,2.8925000000000005,2.47,2016,2
三重県,インフルエンザ,2016-03,4.3925,6.63,2016,3
三重県,インフルエンザ,2016-04,6.4125,15.19,2016,4
三重県,インフルエンザ,2016-05,12.9675,27.58,2016,5
三重県,インフルエンザ,2016-06,21.7275,37.51,2016,6
三重県,インフルエンザ,2016-07,30.685,42.46,2016,7
三重県,インフルエンザ,2016-08,38.2825,45.58,2016,8
三重県,インフルエンザ,2016-09,42.317499999999995,43.72,2016,9
三重県,インフルエンザ,2016-10,41.1725,32.93,2016,10
三重県,インフルエンザ,2016-11,36.45,23.57,2016,11
三重県,インフルエンザ,2016-12,28.615000000000002,14.24,2016,12
三重県,インフルエンザ,2016-13,20.7275,12.17,2016,13
三重県,インフルエンザ,2016-14,14.39,7.58,2016,14
三重県,インフルエンザ,2016-15,9.727500000000001,4.92,2016,15
三重県,インフルエンザ,2016-16,7.16,3.97,2016,16
三重県,インフルエンザ,2016-17,4.645,2.11,2016,17
三重県,インフルエンザ,2016-18,2.98,0.92,2016,18
三重県,インフルエンザ,2016-19,1.8225,0.29,2016,19
三重県,インフルエンザ,2016-20,0.855,0.1,2016,20
三重県,インフルエンザ,2016-21,0.3375,0.04,2016,21
三重県,インフルエンザ,2016-22,0.1275,0.08,2016,22
三重県,インフルエンザ,2016-23,0.07250000000000001,0.07,2016,23
三重県,インフルエンザ,2016-24,0.05,0.01,2016,24
三重県,インフルエンザ,2016-25,0.04,0,2016,25
三重県,インフルエンザ,2016-26,0.02,0,2016,26
三重県,インフルエンザ,2016-27,0.0025,0,2016,27
三重県,インフルエンザ,2016-28,0,0,2016,28
三重県,インフルエンザ,2016-29,0,0,2016,29
三重県,インフルエンザ,2016-30,0,0,2016,30
三重県,インフルエンザ,2016-31,0,0,2016,31
三重県,インフルエンザ,2016-32,0.0025,0.01,2016,32
三重県,インフルエンザ,2016-33,0.005,0.01,2016,33
三重県,インフルエンザ,2016-34,0.0075,0.01,2016,34
三重県,インフルエンザ,2016-35,0.015000000000000001,0.03,2016,35
三重県,インフルエンザ,2016-36,0.019999999999999997,0.03,2016,36
三重県,インフルエンザ,2016-37,0.017499999999999998,0,2016,37
三重県,インフルエンザ,2016-38,0.015,0,2016,38
三重県,インフルエンザ,2016-39,0.01,0.01,2016,39
三重県,インフルエンザ,2016-40,0.045000000000000005,0.17,2016,40
三重県,インフルエンザ,2016-41,0.060000000000000005,0.06,2016,41
三重県,インフルエンザ,2016-42,0.07750000000000001,0.07,2016,42
三重県,インフルエンザ,2016-43,0.095,0.08,2016,43
三重県,インフルエンザ,2016-44,0.0775,0.1,2016,44
三重県,インフルエンザ,2016-45,0.095,0.13,2016,45
三重県,インフルエンザ,2016-46,0.12999999999999998,0.21,2016,46
三重県,インフルエンザ,2016-47,0.2975,0.75,2016,47
三重県,インフルエンザ,2016-48,0.495,0.89,2016,48
三重県,インフルエンザ,2016-49,0.88,1.67,2016,49
三重県,インフルエンザ,2016-50,1.7225,3.58,2016,50
三重県,インフルエンザ,2016-51,3.2950000000000004,7.04,2016,51
三重県,インフルエンザ,2016-53,2.15,7.11,2016,53
三重県,クラミジア肺炎,2016-01,0,0,2016,1
三重県,クラミジア肺炎,2016-02,0,0,2016,2
三重県,クラミジア肺炎,2016-03,0,0,2016,3
三重県,クラミジア肺炎,2016-04,0.0275,0.11,2016,4
三重県,クラミジア肺炎,2016-05,0.0275,0,2016,5
三重県,クラミジア肺炎,2016-06,0.0275,0,2016,6
三重県,クラミジア肺炎,2016-07,0.055,0.11,2016,7
三重県,クラミジア肺炎,2016-08,0.055,0.11,2016,8
三重県,クラミジア肺炎,2016-09,0.0825,0.11,2016,9
三重県,クラミジア肺炎,2016-10,0.0825,0,2016,10
三重県,クラミジア肺炎,2016-11,0.11,0.22,2016,11
三重県,クラミジア肺炎,2016-12,0.0825,0,2016,12
三重県,クラミジア肺炎,2016-13,0.055,0,2016,13
三重県,クラミジア肺炎,2016-14,0.0825,0.11,2016,14
三重県,クラミジア肺炎,2016-15,0.0275,0,2016,15
三重県,クラミジア肺炎,2016-16,0.0275,0,2016,16
三重県,クラミジア肺炎,2016-17,0.0275,0,2016,17
三重県,クラミジア肺炎,2016-18,0,0,2016,18
三重県,クラミジア肺炎,2016-19,0,0,2016,19
三重県,クラミジア肺炎,2016-20,0.0275,0.11,2016,20
三重県,クラミジア肺炎,2016-21,0.0275,0,2016,21
三重県,クラミジア肺炎,2016-22,0.0275,0,2016,22
三重県,クラミジア肺炎,2016-23,0.055,0.11,2016,23
三重県,クラミジア肺炎,2016-24,0.0275,0,2016,24
三重県,クラミジア肺炎,2016-25,0.0275,0,2016,25
三重県,クラミジア肺炎,2016-26,0.0275,0,2016,26
三重県,クラミジア肺炎,2016-27,0.055,0.22,2016,27
三重県,クラミジア肺炎,2016-28,0.055,0,2016,28
三重県,クラミジア肺炎,2016-29,0.0825,0.11,2016,29
三重県,クラミジア肺炎,2016-30,0.11,0.11,2016,30
三重県,クラミジア肺炎,2016-31,0.055,0,2016,31
三重県,クラミジア肺炎,2016-32,0.11,0.22,2016,32
三重県,クラミジア肺炎,2016-33,0.0825,0,2016,33
三重県,クラミジア肺炎,2016-34,0.0825,0.11,2016,34
三重県,クラミジア肺炎,2016-35,0.0825,0,2016,35
三重県,クラミジア肺炎,2016-36,0.0275,0,2016,36
三重県,クラミジア肺炎,2016-37,0.0275,0,2016,37
三重県,クラミジア肺炎,2016-38,0,0,2016,38
三重県,クラミジア肺炎,2016-39,0,0,2016,39
三重県,クラミジア肺炎,2016-40,0,0,2016,40
三重県,クラミジア肺炎,2016-41,0,0,2016,41
三重県,クラミジア肺炎,2016-42,0,0,2016,42
三重県,クラミジア肺炎,2016-43,0.0275,0.11,2016,43
三重県,クラミジア肺炎,2016-44,0.0275,0,2016,44
三重県,クラミジア肺炎,2016-45,0.055,0.11,2016,45
三重県,クラミジア肺炎,2016-46,0.055,0,2016,46
三重県,クラミジア肺炎,2016-47,0.055,0.11,2016,47
三重県,クラミジア肺炎,2016-48,0.0825,0.11,2016,48
三重県,クラミジア肺炎,2016-49,0.055,0,2016,49
三重県,クラミジア肺炎,2016-50,0.055,0,2016,50
三重県,クラミジア肺炎,2016-51,0.0275,0,2016,51
三重県,クラミジア肺炎,2016-53,0,0,2016,53
三重県,ヘルパンギーナ,2016-01,0.01,0,2016,1
三重県,ヘルパンギーナ,2016-02,0.005,0,2016,2
三重県,ヘルパンギーナ,2016-03,0,0,2016,3
三重県,ヘルパンギーナ,2016-04,0,0,2016,4
三重県,ヘルパンギーナ,2016-05,0.005,0.02,2016,5
三重県,ヘルパンギーナ,2016-06,0.01,0.02,2016,6
三重県,ヘルパンギーナ,2016-07,0.01,0,2016,7
三重県,ヘルパンギーナ,2016-08,0.02,0.04,2016,8
三重県,ヘルパンギーナ,2016-09,0.015,0,2016,9
三重県,ヘルパンギーナ,2016-10,0.01,0,2016,10
三重県,ヘルパンギーナ,2016-11,0.01,0,2016,11
三重県,ヘルパンギーナ,2016-12,0,0,2016,12
三重県,ヘルパンギーナ,2016-13,0,0,2016,13
三重県,ヘルパンギーナ,2016-14,0,0,2016,14
三重県,ヘルパンギーナ,2016-15,0,0,2016,15
三重県,ヘルパンギーナ,2016-16,0,0,2016,16
三重県,ヘルパンギーナ,2016-17,0,0,2016,17
