pref,category,year_week,ma4,weekly_value,yr,wk
三重県,A群溶血性レンサ球菌咽頭炎,2026-01,1.4175,0.68,2026,1
三重県,A群溶血性レンサ球菌咽頭炎,2026-02,1.2950000000000002,1.21,2026,2
三重県,A群溶血性レンサ球菌咽頭炎,2026-03,1.2,1.23,2026,3
三重県,A群溶血性レンサ球菌咽頭炎,2026-04,1.2799999999999998,2,2026,4
三重県,A群溶血性レンサ球菌咽頭炎,2026-05,1.4825000000000002,1.49,2026,5
三重県,A群溶血性レンサ球菌咽頭炎,2026-06,1.5125000000000002,1.33,2026,6
三重県,A群溶血性レンサ球菌咽頭炎,2026-07,1.45,0.98,2026,7
三重県,A群溶血性レンサ球菌咽頭炎,2026-08,1.3675,1.67,2026,8
三重県,A群溶血性レンサ球菌咽頭炎,2026-09,1.3775,1.53,2026,9
三重県,A群溶血性レンサ球菌咽頭炎,2026-10,1.5150000000000001,1.88,2026,10
三重県,A群溶血性レンサ球菌咽頭炎,2026-11,1.5775,1.23,2026,11
三重県,A群溶血性レンサ球菌咽頭炎,2026-12,1.6425,1.93,2026,12
三重県,A群溶血性レンサ球菌咽頭炎,2026-13,1.72,1.84,2026,13
三重県,A群溶血性レンサ球菌咽頭炎,2026-14,1.685,1.74,2026,14
三重県,A群溶血性レンサ球菌咽頭炎,2026-15,1.825,1.79,2026,15
三重県,A群溶血性レンサ球菌咽頭炎,2026-16,1.8825,2.16,2026,16
三重県,A群溶血性レンサ球菌咽頭炎,2026-17,1.9000000000000001,1.91,2026,17
三重県,A群溶血性レンサ球菌咽頭炎,2026-18,1.995,2.12,2026,18
三重県,A群溶血性レンサ球菌咽頭炎,2026-19,1.81,1.05,2026,19
三重県,RSウイルス,2026-01,0.8325,0.46,2026,1
三重県,RSウイルス,2026-02,0.78,0.79,2026,2
三重県,RSウイルス,2026-03,0.7625,1,2026,3
三重県,RSウイルス,2026-04,0.8300000000000001,1.07,2026,4
三重県,RSウイルス,2026-05,0.9475,0.93,2026,5
三重県,RSウイルス,2026-06,0.9750000000000001,0.9,2026,6
三重県,RSウイルス,2026-07,0.875,0.6,2026,7
三重県,RSウイルス,2026-08,0.7875,0.72,2026,8
三重県,RSウイルス,2026-09,0.6599999999999999,0.42,2026,9
三重県,RSウイルス,2026-10,0.65,0.86,2026,10
三重県,RSウイルス,2026-11,0.7150000000000001,0.86,2026,11
三重県,RSウイルス,2026-12,0.6375,0.41,2026,12
三重県,RSウイルス,2026-13,0.6425,0.44,2026,13
三重県,RSウイルス,2026-14,0.5599999999999999,0.53,2026,14
三重県,RSウイルス,2026-15,0.48999999999999994,0.58,2026,15
三重県,RSウイルス,2026-16,0.52,0.53,2026,16
三重県,RSウイルス,2026-17,0.5675000000000001,0.63,2026,17
三重県,RSウイルス,2026-18,0.5575,0.49,2026,18
三重県,RSウイルス,2026-19,0.46,0.19,2026,19
三重県,インフルエンザ,2026-01,27.285000000000004,12.37,2026,1
三重県,インフルエンザ,2026-02,20.9875,11.71,2026,2
三重県,インフルエンザ,2026-03,15.7675,12.96,2026,3
三重県,インフルエンザ,2026-04,15.219999999999999,23.84,2026,4
三重県,インフルエンザ,2026-05,22.402500000000003,41.1,2026,5
三重県,インフルエンザ,2026-06,32.82,53.38,2026,6
三重県,インフルエンザ,2026-07,40.09,42.04,2026,7
三重県,インフルエンザ,2026-08,42.137499999999996,32.03,2026,8
三重県,インフルエンザ,2026-09,36.755,19.57,2026,9
三重県,インフルエンザ,2026-10,25.985,10.3,2026,10
三重県,インフルエンザ,2026-11,17.44,7.86,2026,11
三重県,インフルエンザ,2026-12,10.6675,4.94,2026,12
三重県,インフルエンザ,2026-13,6.695,3.68,2026,13
三重県,インフルエンザ,2026-14,4.6025,1.93,2026,14
三重県,インフルエンザ,2026-15,2.8775000000000004,0.96,2026,15
三重県,インフルエンザ,2026-16,1.7325,0.36,2026,16
三重県,インフルエンザ,2026-17,0.8674999999999999,0.22,2026,17
三重県,インフルエンザ,2026-18,0.4475,0.25,2026,18
三重県,インフルエンザ,2026-19,0.2375,0.12,2026,19
三重県,クラミジア肺炎,2026-01,0.0275,0,2026,1
三重県,クラミジア肺炎,2026-02,0,0,2026,2
三重県,クラミジア肺炎,2026-03,0,0,2026,3
三重県,クラミジア肺炎,2026-04,0,0,2026,4
三重県,クラミジア肺炎,2026-05,0,0,2026,5
三重県,クラミジア肺炎,2026-06,0,0,2026,6
三重県,クラミジア肺炎,2026-07,0,0,2026,7
三重県,クラミジア肺炎,2026-08,0,0,2026,8
三重県,クラミジア肺炎,2026-09,0,0,2026,9
三重県,クラミジア肺炎,2026-10,0,0,2026,10
三重県,クラミジア肺炎,2026-11,0,0,2026,11
三重県,クラミジア肺炎,2026-12,0,0,2026,12
三重県,クラミジア肺炎,2026-13,0,0,2026,13
三重県,クラミジア肺炎,2026-14,0,0,2026,14
三重県,クラミジア肺炎,2026-15,0,0,2026,15
三重県,クラミジア肺炎,2026-16,0,0,2026,16
三重県,クラミジア肺炎,2026-17,0,0,2026,17
三重県,クラミジア肺炎,2026-18,0,0,2026,18
三重県,クラミジア肺炎,2026-19,0,0,2026,19
三重県,ヘルパンギーナ,2026-01,0.0175,0,2026,1
三重県,ヘルパンギーナ,2026-02,0,0,2026,2
三重県,ヘルパンギーナ,2026-03,0,0,2026,3
三重県,ヘルパンギーナ,2026-04,0,0,2026,4
三重県,ヘルパンギーナ,2026-05,0,0,2026,5
三重県,ヘルパンギーナ,2026-06,0,0,2026,6
三重県,ヘルパンギーナ,2026-07,0,0,2026,7
三重県,ヘルパンギーナ,2026-08,0,0,2026,8
三重県,ヘルパンギーナ,2026-09,0,0,2026,9
三重県,ヘルパンギーナ,2026-10,0.005,0.02,2026,10
三重県,ヘルパンギーナ,2026-11,0.005,0,2026,11
三重県,ヘルパンギーナ,2026-12,0.005,0,2026,12
三重県,ヘルパンギーナ,2026-13,0.005,0,2026,13
三重県,ヘルパンギーナ,2026-14,0,0,2026,14
三重県,ヘルパンギーナ,2026-15,0.005,0.02,2026,15
三重県,ヘルパンギーナ,2026-16,0.022500000000000003,0.07,2026,16
三重県,ヘルパンギーナ,2026-17,0.035,0.05,2026,17
三重県,ヘルパンギーナ,2026-18,0.0525,0.07,2026,18
三重県,ヘルパンギーナ,2026-19,0.052500000000000005,0.02,2026,19
三重県,マイコプラズマ肺炎,2026-01,0.7150000000000001,0.63,2026,1
三重県,マイコプラズマ肺炎,2026-02,0.5750000000000001,0.44,2026,2
三重県,マイコプラズマ肺炎,2026-03,0.545,0.44,2026,3
三重県,マイコプラズマ肺炎,2026-04,0.48750000000000004,0.44,2026,4
三重県,マイコプラズマ肺炎,2026-05,0.525,0.78,2026,5
三重県,マイコプラズマ肺炎,2026-06,0.4425,0.11,2026,6
三重県,マイコプラズマ肺炎,2026-07,0.5275,0.78,2026,7
三重県,マイコプラズマ肺炎,2026-08,0.47250000000000003,0.22,2026,8
三重県,マイコプラズマ肺炎,2026-09,0.3325,0.22,2026,9
三重県,マイコプラズマ肺炎,2026-10,0.41500000000000004,0.44,2026,10
三重県,マイコプラズマ肺炎,2026-11,0.3025,0.33,2026,11
三重県,マイコプラズマ肺炎,2026-12,0.275,0.11,2026,12
三重県,マイコプラズマ肺炎,2026-13,0.2475,0.11,2026,13
三重県,マイコプラズマ肺炎,2026-14,0.22000000000000003,0.33,2026,14
三重県,マイコプラズマ肺炎,2026-15,0.1925,0.22,2026,15
三重県,マイコプラズマ肺炎,2026-16,0.1925,0.11,2026,16
三重県,マイコプラズマ肺炎,2026-17,0.1925,0.11,2026,17
三重県,マイコプラズマ肺炎,2026-18,0.1375,0.11,2026,18
三重県,マイコプラズマ肺炎,2026-19,0.165,0.33,2026,19
三重県,伝染性紅斑,2026-01,0.21500000000000002,0.07,2026,1
三重県,伝染性紅斑,2026-02,0.205,0.3,2026,2
三重県,伝染性紅斑,2026-03,0.22500000000000003,0.19,2026,3
三重県,伝染性紅斑,2026-04,0.18,0.16,2026,4
三重県,伝染性紅斑,2026-05,0.18,0.07,2026,5
三重県,伝染性紅斑,2026-06,0.14750000000000002,0.17,2026,6
三重県,伝染性紅斑,2026-07,0.11250000000000002,0.05,2026,7
三重県,伝染性紅斑,2026-08,0.1025,0.12,2026,8
三重県,伝染性紅斑,2026-09,0.08499999999999999,0,2026,9
三重県,伝染性紅斑,2026-10,0.05499999999999999,0.05,2026,10
三重県,伝染性紅斑,2026-11,0.06,0.07,2026,11
三重県,伝染性紅斑,2026-12,0.035,0.02,2026,12
三重県,伝染性紅斑,2026-13,0.04000000000000001,0.02,2026,13
三重県,伝染性紅斑,2026-14,0.0325,0.02,2026,14
三重県,伝染性紅斑,2026-15,0.02,0.02,2026,15
三重県,伝染性紅斑,2026-16,0.027500000000000004,0.05,2026,16
三重県,伝染性紅斑,2026-17,0.035,0.05,2026,17
三重県,伝染性紅斑,2026-18,0.035,0.02,2026,18
三重県,伝染性紅斑,2026-19,0.030000000000000002,0,2026,19
三重県,咽頭結膜熱,2026-01,0.215,0.04,2026,1
三重県,咽頭結膜熱,2026-02,0.21500000000000002,0.23,2026,2
三重県,咽頭結膜熱,2026-03,0.23000000000000004,0.33,2026,3
三重県,咽頭結膜熱,2026-04,0.20750000000000002,0.23,2026,4
三重県,咽頭結膜熱,2026-05,0.2625,0.26,2026,5
三重県,咽頭結膜熱,2026-06,0.265,0.24,2026,6
三重県,咽頭結膜熱,2026-07,0.2225,0.16,2026,7
三重県,咽頭結膜熱,2026-08,0.195,0.12,2026,8
三重県,咽頭結膜熱,2026-09,0.16,0.12,2026,9
三重県,咽頭結膜熱,2026-10,0.1475,0.19,2026,10
三重県,咽頭結膜熱,2026-11,0.1825,0.3,2026,11
三重県,咽頭結膜熱,2026-12,0.18,0.11,2026,12
三重県,咽頭結膜熱,2026-13,0.21499999999999997,0.26,2026,13
三重県,咽頭結膜熱,2026-14,0.2375,0.28,2026,14
三重県,咽頭結膜熱,2026-15,0.215,0.21,2026,15
三重県,咽頭結膜熱,2026-16,0.28,0.37,2026,16
三重県,咽頭結膜熱,2026-17,0.315,0.4,2026,17
三重県,咽頭結膜熱,2026-18,0.3325,0.35,2026,18
三重県,咽頭結膜熱,2026-19,0.36750000000000005,0.35,2026,19
三重県,急性出血性結膜炎,2026-01,0,0,2026,1
三重県,急性出血性結膜炎,2026-02,0,0,2026,2
三重県,急性出血性結膜炎,2026-03,0.02,0.08,2026,3
三重県,急性出血性結膜炎,2026-04,0.02,0,2026,4
三重県,急性出血性結膜炎,2026-05,0.02,0,2026,5
三重県,急性出血性結膜炎,2026-06,0.02,0,2026,6
三重県,急性出血性結膜炎,2026-07,0,0,2026,7
三重県,急性出血性結膜炎,2026-08,0,0,2026,8
三重県,急性出血性結膜炎,2026-09,0,0,2026,9
三重県,急性出血性結膜炎,2026-10,0,0,2026,10
三重県,急性出血性結膜炎,2026-11,0,0,2026,11
