"date","pref","category","value","year","week_label_clean"
"2023-05-14","鳥取県","新型コロナウイルス",2.69,2023,"5月8日～5月14日（2023年）"
"2023-05-21","鳥取県","新型コロナウイルス",3.24,2023,"5月15日～5月21日（2023年）"
"2023-05-28","鳥取県","新型コロナウイルス",2.86,2023,"5月22日～5月28日（2023年）"
"2023-06-04","鳥取県","新型コロナウイルス",4.24,2023,"5月29日～6月4日（2023年）"
"2023-06-11","鳥取県","新型コロナウイルス",4.28,2023,"6月5日～6月11日（2023年）"
"2023-06-18","鳥取県","新型コロナウイルス",4.62,2023,"6月12日～6月18日（2023年）"
"2023-06-25","鳥取県","新型コロナウイルス",4.76,2023,"6月19日～6月25日（2023年）"
"2023-07-02","鳥取県","新型コロナウイルス",6.03,2023,"6月26日～7月2日（2023年）"
"2023-07-09","鳥取県","新型コロナウイルス",11.97,2023,"7月3日～7月9日（2023年）"
"2023-07-16","鳥取県","新型コロナウイルス",12.69,2023,"7月10日～7月16日（2023年）"
"2023-07-23","鳥取県","新型コロナウイルス",19.97,2023,"7月17日～7月23日（2023年）"
"2023-07-30","鳥取県","新型コロナウイルス",25.52,2023,"7月24日～7月30日（2023年）"
"2023-08-06","鳥取県","新型コロナウイルス",21.97,2023,"7月31日～8月6日（2023年）"
"2023-08-13","鳥取県","新型コロナウイルス",20.76,2023,"8月7日～8月13日（2023年）"
"2023-08-20","鳥取県","新型コロナウイルス",22.62,2023,"8月14日～8月20日（2023年）"
"2023-08-27","鳥取県","新型コロナウイルス",21.31,2023,"8月21日～8月27日（2023年）"
"2023-09-03","鳥取県","新型コロナウイルス",18.83,2023,"8月28日～9月3日（2023年）"
"2023-09-10","鳥取県","新型コロナウイルス",17.24,2023,"9月4日～9月10日（2023年）"
"2023-09-17","鳥取県","新型コロナウイルス",15.48,2023,"9月11日～9月17日（2023年）"
"2023-09-24","鳥取県","新型コロナウイルス",9.31,2023,"9月18日～9月24日（2023年）"
"2023-10-01","鳥取県","新型コロナウイルス",6.55,2023,"9月25日～10月1日（2023年）"
"2023-10-08","鳥取県","新型コロナウイルス",4.83,2023,"10月2日～10月8日（2023年）"
"2023-10-15","鳥取県","新型コロナウイルス",4.1,2023,"10月9日～10月15日（2023年）"
"2023-10-22","鳥取県","新型コロナウイルス",2.86,2023,"10月16日～10月22日（2023年）"
"2023-10-29","鳥取県","新型コロナウイルス",3.41,2023,"10月23日～10月29日（2023年）"
"2023-11-05","鳥取県","新型コロナウイルス",2.69,2023,"10月30日～11月5日（2023年）"
"2023-11-12","鳥取県","新型コロナウイルス",1.9,2023,"11月6日～11月12日（2023年）"
"2023-11-19","鳥取県","新型コロナウイルス",1.66,2023,"11月13日～11月19日（2023年）"
"2023-11-26","鳥取県","新型コロナウイルス",2.07,2023,"11月20日～11月26日（2023年）"
"2023-12-03","鳥取県","新型コロナウイルス",2.79,2023,"11月27日～12月3日（2023年）"
"2023-12-10","鳥取県","新型コロナウイルス",3.45,2023,"12月4日～12月10日（2023年）"
"2023-12-17","鳥取県","新型コロナウイルス",4.03,2023,"12月11日～12月17日（2023年）"
"2023-12-24","鳥取県","新型コロナウイルス",3.79,2023,"12月18日～12月24日（2023年）"
"2023-12-31","鳥取県","新型コロナウイルス",7,2023,"12月25日～12月31日（2023年）"
