"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025年42週(10月13日～10月19日)","2025年10月22日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）","","COVID-19",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","12576","3.26","2966","1.26","515","0.22","3550","1.51","8020","3.42","417","0.18","653","0.28","2239","0.95","600","0.26","592","0.25","99","0.04","7","0.01","634","0.91","12","0.03","25","0.05","691","1.44","5","0.01","-","-","9900","2.57"
"北海道","549","3.29","109","1.08","21","0.21","193","1.91","211","2.09","23","0.23","171","1.69","63","0.62","9","0.09","16","0.16","5","0.05","-","-","5","0.17","-","-","-","-","85","3.70","-","-","-","-","539","3.23"
"青森県","43","0.83","9","0.26","3","0.09","31","0.91","63","1.85","6","0.18","4","0.12","4","0.12","7","0.21","11","0.32","-","-","-","-","1","0.11","-","-","-","-","8","1.33","-","-","-","-","166","3.19"
"岩手県","104","2.48","11","0.41","8","0.30","38","1.41","110","4.07","6","0.22","4","0.15","19","0.70","7","0.26","18","0.67","2","0.07","-","-","3","0.21","-","-","-","-","9","0.47","-","-","-","-","133","3.17"
"宮城県","190","3.45","18","0.58","1","0.03","60","1.94","100","3.23","4","0.13","3","0.10","70","2.26","8","0.26","9","0.29","2","0.06","-","-","2","0.17","-","-","-","-","28","2.80","-","-","-","-","209","3.80"
"秋田県","30","1.20","4","0.31","1","0.08","14","1.08","44","3.38","2","0.15","3","0.23","13","1.00","1","0.08","6","0.46","-","-","-","-","1","0.14","-","-","-","-","44","5.50","-","-","-","-","97","3.88"
"山形県","32","0.82","39","1.50","2","0.08","41","1.58","85","3.27","2","0.08","5","0.19","78","3.00","14","0.54","16","0.62","-","-","1","0.13","16","2.00","-","-","-","-","15","1.50","-","-","-","-","88","2.26"
"福島県","152","3.17","19","0.68","2","0.07","40","1.43","91","3.25","3","0.11","1","0.04","27","0.96","13","0.46","14","0.50","2","0.07","-","-","10","0.77","-","-","-","-","9","1.29","1","0.14","-","-","185","3.85"
"茨城県","168","2.47","23","0.61","7","0.18","119","3.13","147","3.87","5","0.13","-","-","16","0.42","9","0.24","8","0.21","-","-","-","-","51","3.00","-","-","1","0.08","30","2.31","-","-","-","-","241","3.54"
"栃木県","61","1.30","26","0.96","2","0.07","79","2.93","95","3.52","-","-","6","0.22","10","0.37","8","0.30","4","0.15","2","0.07","-","-","6","0.50","1","0.14","1","0.14","14","2.00","1","0.14","-","-","133","2.83"
