"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026年28週(07月06日～07月12日)","2026年07月15日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）","","COVID-19",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","486","0.13","976","0.43","901","0.40","4258","1.89","9669","4.29","867","0.38","20557","9.12","185","0.08","756","0.34","5161","2.29","104","0.05","2","0.00","379","0.55","11","0.02","25","0.05","127","0.26","2","0.00","8","0.02","7006","1.87"
"北海道","5","0.03","11","0.11","67","0.68","262","2.67","293","2.99","31","0.32","104","1.06","4","0.04","21","0.21","28","0.29","5","0.05","-","-","4","0.14","-","-","-","-","4","0.17","-","-","3","0.13","23","0.14"
"青森県","20","0.38","8","0.24","8","0.24","36","1.06","51","1.50","12","0.35","104","3.06","1","0.03","9","0.26","19","0.56","-","-","-","-","-","-","1","0.17","-","-","2","0.33","-","-","-","-","4","0.08"
"岩手県","4","0.10","5","0.19","7","0.26","56","2.07","142","5.26","9","0.33","48","1.78","1","0.04","17","0.63","13","0.48","1","0.04","-","-","2","0.14","-","-","-","-","3","0.16","-","-","-","-","16","0.38"
"宮城県","5","0.09","4","0.13","15","0.48","51","1.65","86","2.77","26","0.84","142","4.58","-","-","10","0.32","32","1.03","-","-","-","-","7","0.58","-","-","-","-","1","0.10","-","-","-","-","19","0.35"
"秋田県","1","0.04","1","0.08","2","0.15","8","0.62","26","2.00","2","0.15","32","2.46","5","0.38","7","0.54","13","1.00","-","-","-","-","1","0.14","-","-","-","-","-","-","-","-","-","-","10","0.40"
"山形県","5","0.13","6","0.23","13","0.50","74","2.85","65","2.50","18","0.69","105","4.04","-","-","11","0.42","45","1.73","1","0.04","-","-","-","-","-","-","-","-","-","-","-","-","-","-","36","0.92"
"福島県","2","0.04","4","0.14","11","0.39","46","1.64","87","3.11","8","0.29","137","4.89","-","-","11","0.39","20","0.71","-","-","-","-","8","0.62","-","-","-","-","-","-","-","-","-","-","80","1.67"
"茨城県","11","0.16","4","0.11","8","0.21","147","3.87","158","4.16","20","0.53","199","5.24","2","0.05","14","0.37","67","1.76","-","-","-","-","18","1.06","-","-","-","-","2","0.15","-","-","-","-","83","1.22"
"栃木県","1","0.02","9","0.33","4","0.15","102","3.78","84","3.11","10","0.37","208","7.70","-","-","8","0.30","34","1.26","6","0.22","-","-","7","0.58","-","-","1","0.14","1","0.14","-","-","-","-","40","0.85"
"群馬県","1","0.02","1","0.04","7","0.28","72","2.88","203","8.12","8","0.32","301","12.04","4","0.16","24","0.96","99","3.96","1","0.04","-","-","2","0.20","-","-","-","-","9","1.00","-","-","-","-","22","0.49"
"埼玉県","55","0.31","37","0.33","46","0.41","272","2.45","661","5.95","91","0.82","1641","14.78","4","0.04","38","0.34","354","3.19","8","0.07","-","-","18","0.42","-","-","2","0.17","6","0.50","-","-","-","-","124","0.70"
"千葉県","40","0.22","23","0.21","16","0.15","241","2.21","378","3.47","45","0.41","1679","15.40","3","0.03","30","0.28","206","1.89","7","0.06","-","-","10","0.29","-","-","1","0.11","2","0.22","-","-","-","-","219","1.22"
"東京都","58","0.14","54","0.20","76","0.29","279","1.06","1196","4.53","75","0.28","3783","14.33","22","0.08","75","0.28","905","3.43","13","0.05","-","-","24","0.62","-","-","2","0.08","4","0.16","1","0.04","-","-","107","0.26"
"神奈川県","46","0.19","53","0.38","71","0.50","205","1.45","546","3.87","48","0.34","1774","12.58","14","0.10","41","0.29","500","3.55","10","0.07","-","-","36","0.72","1","0.08","1","0.08","6","0.50","-","-","-","-","46","0.19"
"新潟県","4","0.07","12","0.40","15","0.50","71","2.37","79","2.63","20","0.67","126","4.20","6","0.20","8","0.27","17","0.57","2","0.07","-","-","-","-","1","0.08","1","0.08","4","0.31","-","-","-","-","15","0.27"
"富山県","5","0.11","5","0.18","21","0.75","38","1.36","145","5.18","3","0.11","234","8.36","2","0.07","8","0.29","32","1.14","3","0.11","-","-","1","0.14","-","-","-","-","-","-","-","-","-","-","11","0.23"
"石川県","6","0.13","8","0.29","14","0.50","60","2.14","230","8.21","8","0.29","147","5.25","6","0.21","9","0.32","23","0.82","1","0.04","-","-","11","1.57","-","-","-","-","-","-","-","-","-","-","27","0.57"
"福井県","3","0.08","13","0.52","13","0.52","36","1.44","122","4.88","3","0.12","106","4.24","1","0.04","5","0.20","12","0.48","-","-","-","-","-","-","1","0.17","-","-","6","1.00","-","-","-","-","109","2.79"
"山梨県","-","-","1","0.05","7","0.33","30","1.43","64","3.05","23","1.10","127","6.05","-","-","3","0.14","11","0.52","-","-","-","-","7","0.78","-","-","-","-","1","0.10","-","-","-","-","32","0.91"
"長野県","3","0.06","2","0.07","9","0.32","67","2.39","128","4.57","7","0.25","150","5.36","1","0.04","15","0.54","26","0.93","2","0.07","-","-","15","1.50","2","0.17","-","-","2","0.17","1","0.08","-","-","13","0.26"
"岐阜県","-","-","2","0.07","16","0.59","48","1.78","183","6.78","3","0.11","223","8.26","7","0.26","9","0.33","48","1.78","3","0.11","-","-","4","0.36","-","-","1","0.20","5","1.00","-","-","1","0.20","37","0.82"
"静岡県","27","0.25","24","0.36","14","0.21","91","1.38","178","2.70","4","0.06","685","10.38","6","0.09","18","0.27","174","2.64","5","0.08","-","-","11","0.50","-","-","-","-","5","0.50","-","-","-","-","197","1.82"
"愛知県","13","0.08","15","0.15","30","0.30","131","1.30","519","5.14","16","0.16","1128","11.17","4","0.04","41","0.41","390","3.86","8","0.08","-","-","7","0.20","2","0.13","2","0.13","14","0.93","-","-","-","-","242","1.48"
"三重県","14","0.21","19","0.45","20","0.48","57","1.36","164","3.90","8","0.19","231","5.50","-","-","12","0.29","58","1.38","-","-","-","-","4","0.33","-","-","-","-","5","0.56","-","-","-","-","282","4.15"
"滋賀県","3","0.08","3","0.13","4","0.17","26","1.13","58","2.52","5","0.22","148","6.43","-","-","4","0.17","47","2.04","1","0.04","-","-","-","-","-","-","-","-","1","0.14","-","-","-","-","40","1.03"
"京都府","9","0.14","1","0.03","16","0.41","90","2.31","154","3.95","22","0.56","438","11.23","23","0.59","13","0.33","124","3.18","2","0.05","-","-","3","0.17","1","0.14","-","-","2","0.29","-","-","1","0.14","111","1.68"
"大阪府","45","0.16","91","0.50","72","0.40","317","1.75","740","4.09","58","0.32","1487","8.22","9","0.05","53","0.29","429","2.37","9","0.05","-","-","22","0.42","-","-","2","0.11","1","0.06","-","-","-","-","384","1.35"
"兵庫県","3","0.02","20","0.20","67","0.66","192","1.88","516","5.06","57","0.56","948","9.29","9","0.09","30","0.29","227","2.23","3","0.03","-","-","15","0.43","-","-","4","0.29","1","0.07","-","-","-","-","365","2.25"
"奈良県","4","0.10","3","0.13","20","0.83","74","3.08","159","6.63","2","0.08","356","14.83","-","-","13","0.54","93","3.88","1","0.04","-","-","3","0.30","-","-","3","0.50","-","-","-","-","-","-","75","1.79"
"和歌山県","-","-","13","0.48","8","0.30","28","1.04","56","2.07","19","0.70","249","9.22","-","-","6","0.22","56","2.07","1","0.04","-","-","2","0.50","-","-","-","-","-","-","-","-","1","0.09","141","3.13"
"鳥取県","-","-","2","0.11","3","0.16","90","4.74","72","3.79","3","0.16","187","9.84","-","-","2","0.11","34","1.79","-","-","-","-","1","0.20","-","-","-","-","-","-","-","-","-","-","86","2.97"
"島根県","1","0.05","6","0.55","5","0.45","37","3.36","53","4.82","2","0.18","161","14.64","-","-","8","0.73","21","1.91","-","-","-","-","-","-","-","-","-","-","1","0.13","-","-","-","-","22","1.10"
"岡山県","2","0.04","3","0.11","5","0.18","40","1.43","102","3.64","10","0.36","199","7.11","6","0.21","11","0.39","52","1.86","-","-","-","-","2","0.17","-","-","-","-","3","0.60","-","-","-","-","80","1.60"
"広島県","4","0.04","20","0.36","27","0.48","130","2.32","279","4.98","19","0.34","273","4.88","3","0.05","11","0.20","114","2.04","1","0.02","-","-","11","0.58","-","-","2","0.10","11","0.55","-","-","1","0.05","127","1.37"
"山口県","13","0.21","20","0.53","1","0.03","103","2.71","149","3.92","9","0.24","361","9.50","8","0.21","9","0.24","202","5.32","1","0.03","-","-","16","1.78","-","-","-","-","2","0.22","-","-","1","0.11","301","4.93"
"徳島県","1","0.03","8","0.38","8","0.38","18","0.86","68","3.24","4","0.19","123","5.86","4","0.19","6","0.29","41","1.95","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","68","2.06"
"香川県","1","0.04","4","0.31","4","0.31","7","0.54","71","5.46","-","-","73","5.62","1","0.08","6","0.46","46","3.54","-","-","-","-","2","0.40","-","-","-","-","9","1.80","-","-","-","-","27","1.17"
"愛媛県","10","0.26","16","0.76","8","0.38","137","6.52","101","4.81","13","0.62","299","14.24","2","0.10","10","0.48","41","1.95","-","-","-","-","5","0.63","-","-","2","0.33","3","0.50","-","-","-","-","404","10.63"
"高知県","5","0.14","8","0.42","5","0.26","18","0.95","38","2.00","1","0.05","148","7.79","-","-","7","0.37","58","3.05","-","-","-","-","-","-","1","0.13","-","-","2","0.25","-","-","-","-","69","1.86"
"福岡県","5","0.04","93","1.33","46","0.66","187","2.67","398","5.69","39","0.56","494","7.06","1","0.01","32","0.46","194","2.77","4","0.06","2","0.08","31","1.19","-","-","-","-","-","-","-","-","-","-","417","3.42"
"佐賀県","1","0.04","23","1.92","7","0.58","23","1.92","35","2.92","7","0.58","153","12.75","-","-","11","0.92","16","1.33","-","-","-","-","-","-","-","-","-","-","2","0.33","-","-","-","-","244","10.17"
"長崎県","3","0.06","59","1.90","14","0.45","53","1.71","64","2.06","29","0.94","202","6.52","2","0.06","12","0.39","39","1.26","-","-","-","-","7","0.88","-","-","-","-","1","0.08","-","-","-","-","447","8.76"
"熊本県","3","0.04","26","0.58","5","0.11","65","1.44","213","4.73","35","0.78","330","7.33","6","0.13","22","0.49","81","1.80","1","0.02","-","-","3","0.33","-","-","-","-","3","0.20","-","-","-","-","292","4.23"
"大分県","9","0.16","16","0.44","23","0.64","46","1.28","297","8.25","20","0.56","240","6.67","4","0.11","21","0.58","58","1.61","1","0.03","-","-","3","0.60","-","-","-","-","3","0.27","-","-","-","-","601","10.36"
"宮崎県","6","0.21","16","1.07","10","0.67","32","2.13","69","4.60","2","0.13","19","1.27","8","0.53","8","0.53","2","0.13","1","0.07","-","-","32","5.33","-","-","-","-","-","-","-","-","-","-","232","8.29"
"鹿児島県","2","0.04","59","1.90","21","0.68","36","1.16","108","3.48","10","0.32","128","4.13","6","0.19","10","0.32","21","0.68","-","-","-","-","3","0.43","-","-","1","0.08","-","-","-","-","-","-","658","11.54"
"沖縄県","27","0.61","145","6.04","12","0.50","29","1.21","81","3.38","3","0.13","127","5.29","-","-","7","0.29","39","1.63","2","0.08","-","-","21","2.33","1","0.14","-","-","-","-","-","-","-","-","21","0.48"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
