"date","pref","category","value","year","week_label_clean"
"2012-09-16","奈良県","インフルエンザ",0.03,2012,"9月10日～9月16日（2012年）"
"2012-09-23","奈良県","インフルエンザ",0.04,2012,"9月17日～9月23日（2012年）"
"2012-09-30","奈良県","インフルエンザ",0.09,2012,"9月24日～9月30日（2012年）"
"2012-10-07","奈良県","インフルエンザ",0.02,2012,"10月1日～10月7日（2012年）"
"2012-10-14","奈良県","インフルエンザ",0,2012,"10月8日～10月14日（2012年）"
"2012-10-21","奈良県","インフルエンザ",0,2012,"10月15日～10月21日（2012年）"
"2012-10-28","奈良県","インフルエンザ",0.02,2012,"10月22日～10月28日（2012年）"
"2012-11-04","奈良県","インフルエンザ",0,2012,"10月29日～11月4日（2012年）"
"2012-11-11","奈良県","インフルエンザ",0.02,2012,"11月5日～11月11日（2012年）"
"2012-11-18","奈良県","インフルエンザ",0,2012,"11月12日～11月18日（2012年）"
"2012-11-25","奈良県","インフルエンザ",0,2012,"11月19日～11月25日（2012年）"
"2012-12-02","奈良県","インフルエンザ",0.16,2012,"11月26日～12月2日（2012年）"
"2012-12-09","奈良県","インフルエンザ",0.16,2012,"12月3日～12月9日（2012年）"
"2012-12-16","奈良県","インフルエンザ",0.55,2012,"12月10日～12月16日（2012年）"
"2012-12-23","奈良県","インフルエンザ",0.58,2012,"12月17日～12月23日（2012年）"
"2012-12-30","奈良県","インフルエンザ",0.69,2012,"12月24日～12月30日（2012年）"
"2013-01-06","奈良県","インフルエンザ",1.27,2013,"12月31日～1月6日（2013年）"
"2013-01-13","奈良県","インフルエンザ",4.56,2013,"1月7日～1月13日（2013年）"
"2013-01-20","奈良県","インフルエンザ",12.4,2013,"1月14日～1月20日（2013年）"
"2013-01-27","奈良県","インフルエンザ",22.98,2013,"1月21日～1月27日（2013年）"
"2013-02-03","奈良県","インフルエンザ",27.07,2013,"1月28日～2月3日（2013年）"
"2013-02-10","奈良県","インフルエンザ",21.96,2013,"2月4日～2月10日（2013年）"
"2013-02-17","奈良県","インフルエンザ",13.42,2013,"2月11日～2月17日（2013年）"
"2013-02-24","奈良県","インフルエンザ",12.73,2013,"2月18日～2月24日（2013年）"
"2013-03-03","奈良県","インフルエンザ",11.58,2013,"2月25日～3月3日（2013年）"
"2013-03-10","奈良県","インフルエンザ",9.82,2013,"3月4日～3月10日（2013年）"
"2013-03-17","奈良県","インフルエンザ",7.15,2013,"3月11日～3月17日（2013年）"
"2013-03-24","奈良県","インフルエンザ",5.93,2013,"3月18日～3月24日（2013年）"
"2013-03-31","奈良県","インフルエンザ",3.36,2013,"3月25日～3月31日（2013年）"
"2013-04-07","奈良県","インフルエンザ",2.27,2013,"4月1日～4月7日（2013年）"
"2013-04-14","奈良県","インフルエンザ",1.45,2013,"4月8日～4月14日（2013年）"
"2013-04-21","奈良県","インフルエンザ",2.11,2013,"4月15日～4月21日（2013年）"
