"date","pref","category","value","year","week_label_clean"
"2012-09-16","石川県","細菌性髄膜炎",0,2012,"9月10日～9月16日（2012年）"
"2012-09-23","石川県","細菌性髄膜炎",0,2012,"9月17日～9月23日（2012年）"
"2012-09-30","石川県","細菌性髄膜炎",0,2012,"9月24日～9月30日（2012年）"
"2012-10-07","石川県","細菌性髄膜炎",0,2012,"10月1日～10月7日（2012年）"
"2012-10-14","石川県","細菌性髄膜炎",0,2012,"10月8日～10月14日（2012年）"
"2012-10-21","石川県","細菌性髄膜炎",0,2012,"10月15日～10月21日（2012年）"
"2012-10-28","石川県","細菌性髄膜炎",0,2012,"10月22日～10月28日（2012年）"
"2012-11-04","石川県","細菌性髄膜炎",0,2012,"10月29日～11月4日（2012年）"
"2012-11-11","石川県","細菌性髄膜炎",0,2012,"11月5日～11月11日（2012年）"
"2012-11-18","石川県","細菌性髄膜炎",0,2012,"11月12日～11月18日（2012年）"
"2012-11-25","石川県","細菌性髄膜炎",0,2012,"11月19日～11月25日（2012年）"
"2012-12-02","石川県","細菌性髄膜炎",0,2012,"11月26日～12月2日（2012年）"
"2012-12-09","石川県","細菌性髄膜炎",0,2012,"12月3日～12月9日（2012年）"
"2012-12-16","石川県","細菌性髄膜炎",0,2012,"12月10日～12月16日（2012年）"
"2012-12-23","石川県","細菌性髄膜炎",0,2012,"12月17日～12月23日（2012年）"
"2012-12-30","石川県","細菌性髄膜炎",0,2012,"12月24日～12月30日（2012年）"
"2013-01-06","石川県","細菌性髄膜炎",0,2013,"12月31日～1月6日（2013年）"
"2013-01-13","石川県","細菌性髄膜炎",0,2013,"1月7日～1月13日（2013年）"
"2013-01-20","石川県","細菌性髄膜炎",0,2013,"1月14日～1月20日（2013年）"
"2013-01-27","石川県","細菌性髄膜炎",0,2013,"1月21日～1月27日（2013年）"
"2013-02-03","石川県","細菌性髄膜炎",0,2013,"1月28日～2月3日（2013年）"
"2013-02-10","石川県","細菌性髄膜炎",0,2013,"2月4日～2月10日（2013年）"
"2013-02-17","石川県","細菌性髄膜炎",0,2013,"2月11日～2月17日（2013年）"
"2013-02-24","石川県","細菌性髄膜炎",0,2013,"2月18日～2月24日（2013年）"
"2013-03-03","石川県","細菌性髄膜炎",0,2013,"2月25日～3月3日（2013年）"
"2013-03-10","石川県","細菌性髄膜炎",0,2013,"3月4日～3月10日（2013年）"
"2013-03-17","石川県","細菌性髄膜炎",0,2013,"3月11日～3月17日（2013年）"
"2013-03-24","石川県","細菌性髄膜炎",0,2013,"3月18日～3月24日（2013年）"
"2013-03-31","石川県","細菌性髄膜炎",0,2013,"3月25日～3月31日（2013年）"
"2013-04-07","石川県","細菌性髄膜炎",0,2013,"4月1日～4月7日（2013年）"
"2013-04-14","石川県","細菌性髄膜炎",0,2013,"4月8日～4月14日（2013年）"
"2013-04-21","石川県","細菌性髄膜炎",0,2013,"4月15日～4月21日（2013年）"
"2013-04-28","石川県","細菌性髄膜炎",0,2013,"4月22日～4月28日（2013年）"
"2013-05-05","石川県","細菌性髄膜炎",0,2013,"4月29日～5月5日（2013年）"
"2013-05-12","石川県","細菌性髄膜炎",0,2013,"5月6日～5月12日（2013年）"
"2013-05-19","石川県","細菌性髄膜炎",0,2013,"5月13日～5月19日（2013年）"
"2013-05-26","石川県","細菌性髄膜炎",0,2013,"5月20日～5月26日（2013年）"
"2013-06-02","石川県","細菌性髄膜炎",0,2013,"5月27日～6月2日（2013年）"
"2013-06-09","石川県","細菌性髄膜炎",0,2013,"6月3日～6月9日（2013年）"
"2013-06-16","石川県","細菌性髄膜炎",0,2013,"6月10日～6月16日（2013年）"
"2013-06-23","石川県","細菌性髄膜炎",0,2013,"6月17日～6月23日（2013年）"
"2013-06-30","石川県","細菌性髄膜炎",0,2013,"6月24日～6月30日（2013年）"
"2013-07-07","石川県","細菌性髄膜炎",0,2013,"7月1日～7月7日（2013年）"
"2013-07-14","石川県","細菌性髄膜炎",0,2013,"7月8日～7月14日（2013年）"
"2013-07-21","石川県","細菌性髄膜炎",0,2013,"7月15日～7月21日（2013年）"
"2013-07-28","石川県","細菌性髄膜炎",0,2013,"7月22日～7月28日（2013年）"
"2013-08-04","石川県","細菌性髄膜炎",0,2013,"7月29日～8月4日（2013年）"
"2013-08-11","石川県","細菌性髄膜炎",0,2013,"8月5日～8月11日（2013年）"
"2013-08-18","石川県","細菌性髄膜炎",0,2013,"8月12日～8月18日（2013年）"
"2013-08-25","石川県","細菌性髄膜炎",0,2013,"8月19日～8月25日（2013年）"
"2013-09-01","石川県","細菌性髄膜炎",0,2013,"8月26日～9月1日（2013年）"
"2013-09-08","石川県","細菌性髄膜炎",0,2013,"9月2日～9月8日（2013年）"
"2013-09-15","石川県","細菌性髄膜炎",0,2013,"9月9日～9月15日（2013年）"
"2013-09-22","石川県","細菌性髄膜炎",0,2013,"9月16日～9月22日（2013年）"
"2013-09-29","石川県","細菌性髄膜炎",0,2013,"9月23日～9月29日（2013年）"
"2013-10-06","石川県","細菌性髄膜炎",0,2013,"9月30日～10月6日（2013年）"
"2013-10-13","石川県","細菌性髄膜炎",0,2013,"10月7日～10月13日（2013年）"
"2013-10-20","石川県","細菌性髄膜炎",0,2013,"10月14日～10月20日（2013年）"
"2013-10-27","石川県","細菌性髄膜炎",0,2013,"10月21日～10月27日（2013年）"
"2013-11-03","石川県","細菌性髄膜炎",0,2013,"10月28日～11月3日（2013年）"
"2013-11-10","石川県","細菌性髄膜炎",0,2013,"11月4日～11月10日（2013年）"
"2013-11-17","石川県","細菌性髄膜炎",0,2013,"11月11日～11月17日（2013年）"
"2013-11-24","石川県","細菌性髄膜炎",0,2013,"11月18日～11月24日（2013年）"
"2013-12-01","石川県","細菌性髄膜炎",0,2013,"11月25日～12月1日（2013年）"
"2013-12-08","石川県","細菌性髄膜炎",0,2013,"12月2日～12月8日（2013年）"
"2013-12-15","石川県","細菌性髄膜炎",0,2013,"12月9日～12月15日（2013年）"
"2013-12-22","石川県","細菌性髄膜炎",0,2013,"12月16日～12月22日（2013年）"
"2013-12-29","石川県","細菌性髄膜炎",0,2013,"12月23日～12月29日（2013年）"
"2014-01-05","石川県","細菌性髄膜炎",0,2014,"12月30日～1月5日（2014年）"
"2014-01-12","石川県","細菌性髄膜炎",0.4,2014,"1月6日～1月12日（2014年）"
"2014-01-19","石川県","細菌性髄膜炎",0,2014,"1月13日～1月19日（2014年）"
"2014-01-26","石川県","細菌性髄膜炎",0,2014,"1月20日～1月26日（2014年）"
"2014-02-02","石川県","細菌性髄膜炎",0,2014,"1月27日～2月2日（2014年）"
"2014-02-09","石川県","細菌性髄膜炎",0,2014,"2月3日～2月9日（2014年）"
"2014-02-16","石川県","細菌性髄膜炎",0,2014,"2月10日～2月16日（2014年）"
"2014-02-23","石川県","細菌性髄膜炎",0,2014,"2月17日～2月23日（2014年）"
"2014-03-02","石川県","細菌性髄膜炎",0,2014,"2月24日～3月2日（2014年）"
"2014-03-09","石川県","細菌性髄膜炎",0,2014,"3月3日～3月9日（2014年）"
"2014-03-16","石川県","細菌性髄膜炎",0,2014,"3月10日～3月16日（2014年）"
