"date","pref","category","value","year","week_label_clean"
"2018-02-25","愛媛県","RSウイルス",0.54,2018,"2月19日～2月25日（2018年）"
"2018-03-04","愛媛県","RSウイルス",0.54,2018,"2月26日～3月4日（2018年）"
"2018-03-11","愛媛県","RSウイルス",0.59,2018,"3月5日～3月11日（2018年）"
"2018-03-18","愛媛県","RSウイルス",0.46,2018,"3月12日～3月18日（2018年）"
"2018-03-25","愛媛県","RSウイルス",0.3,2018,"3月19日～3月25日（2018年）"
"2018-04-01","愛媛県","RSウイルス",0.59,2018,"3月26日～4月1日（2018年）"
"2018-04-08","愛媛県","RSウイルス",0.84,2018,"4月2日～4月8日（2018年）"
"2018-04-15","愛媛県","RSウイルス",0.97,2018,"4月9日～4月15日（2018年）"
"2018-04-22","愛媛県","RSウイルス",0.59,2018,"4月16日～4月22日（2018年）"
"2018-04-29","愛媛県","RSウイルス",0.43,2018,"4月23日～4月29日（2018年）"
"2018-05-06","愛媛県","RSウイルス",0.24,2018,"4月30日～5月6日（2018年）"
"2018-05-13","愛媛県","RSウイルス",0.46,2018,"5月7日～5月13日（2018年）"
"2018-05-20","愛媛県","RSウイルス",0.68,2018,"5月14日～5月20日（2018年）"
"2018-05-27","愛媛県","RSウイルス",0.41,2018,"5月21日～5月27日（2018年）"
"2018-06-03","愛媛県","RSウイルス",0.27,2018,"5月28日～6月3日（2018年）"
"2018-06-10","愛媛県","RSウイルス",0.19,2018,"6月4日～6月10日（2018年）"
"2018-06-17","愛媛県","RSウイルス",0.14,2018,"6月11日～6月17日（2018年）"
"2018-06-24","愛媛県","RSウイルス",0.22,2018,"6月18日～6月24日（2018年）"
"2018-07-01","愛媛県","RSウイルス",0.27,2018,"6月25日～7月1日（2018年）"
"2018-07-08","愛媛県","RSウイルス",0.16,2018,"7月2日～7月8日（2018年）"
"2018-07-15","愛媛県","RSウイルス",0.78,2018,"7月9日～7月15日（2018年）"
"2018-07-22","愛媛県","RSウイルス",0.73,2018,"7月16日～7月22日（2018年）"
"2018-07-29","愛媛県","RSウイルス",0.64,2018,"7月23日～7月29日（2018年）"
"2018-08-05","愛媛県","RSウイルス",1.59,2018,"7月30日～8月5日（2018年）"
"2018-08-12","愛媛県","RSウイルス",2.08,2018,"8月6日～8月12日（2018年）"
"2018-08-19","愛媛県","RSウイルス",3.24,2018,"8月13日～8月19日（2018年）"
"2018-08-26","愛媛県","RSウイルス",3.38,2018,"8月20日～8月26日（2018年）"
"2018-09-02","愛媛県","RSウイルス",5.16,2018,"8月27日～9月2日（2018年）"
"2018-09-09","愛媛県","RSウイルス",5,2018,"9月3日～9月9日（2018年）"
"2018-09-16","愛媛県","RSウイルス",5.46,2018,"9月10日～9月16日（2018年）"
"2018-09-23","愛媛県","RSウイルス",3.54,2018,"9月17日～9月23日（2018年）"
"2018-09-30","愛媛県","RSウイルス",3.19,2018,"9月24日～9月30日（2018年）"
"2018-10-07","愛媛県","RSウイルス",2.27,2018,"10月1日～10月7日（2018年）"
"2018-10-14","愛媛県","RSウイルス",1.35,2018,"10月8日～10月14日（2018年）"
"2018-10-21","愛媛県","RSウイルス",1,2018,"10月15日～10月21日（2018年）"
"2018-10-28","愛媛県","RSウイルス",1.08,2018,"10月22日～10月28日（2018年）"
"2018-11-04","愛媛県","RSウイルス",0.67,2018,"10月29日～11月4日（2018年）"
"2018-11-11","愛媛県","RSウイルス",0.81,2018,"11月5日～11月11日（2018年）"
"2018-11-18","愛媛県","RSウイルス",0.56,2018,"11月12日～11月18日（2018年）"
"2018-11-25","愛媛県","RSウイルス",0.33,2018,"11月19日～11月25日（2018年）"
"2018-12-02","愛媛県","RSウイルス",0.53,2018,"11月26日～12月2日（2018年）"
"2018-12-09","愛媛県","RSウイルス",0.61,2018,"12月3日～12月9日（2018年）"
"2018-12-16","愛媛県","RSウイルス",0.72,2018,"12月10日～12月16日（2018年）"
"2018-12-23","愛媛県","RSウイルス",0.67,2018,"12月17日～12月23日（2018年）"
"2018-12-30","愛媛県","RSウイルス",0.78,2018,"12月24日～12月30日（2018年）"
"2019-01-06","愛媛県","RSウイルス",0.3,2019,"12月31日～1月6日（2019年）"
"2019-01-13","愛媛県","RSウイルス",0.54,2019,"1月7日～1月13日（2019年）"
"2019-01-20","愛媛県","RSウイルス",0.43,2019,"1月14日～1月20日（2019年）"
"2019-01-27","愛媛県","RSウイルス",0.38,2019,"1月21日～1月27日（2019年）"
"2019-02-03","愛媛県","RSウイルス",0.38,2019,"1月28日～2月3日（2019年）"
"2019-02-10","愛媛県","RSウイルス",0.35,2019,"2月4日～2月10日（2019年）"
"2019-02-17","愛媛県","RSウイルス",0.16,2019,"2月11日～2月17日（2019年）"
"2019-02-24","愛媛県","RSウイルス",0.19,2019,"2月18日～2月24日（2019年）"
"2019-03-03","愛媛県","RSウイルス",0.22,2019,"2月25日～3月3日（2019年）"
"2019-03-10","愛媛県","RSウイルス",0.49,2019,"3月4日～3月10日（2019年）"
"2019-03-17","愛媛県","RSウイルス",0.35,2019,"3月11日～3月17日（2019年）"
"2019-03-24","愛媛県","RSウイルス",0.24,2019,"3月18日～3月24日（2019年）"
"2019-03-31","愛媛県","RSウイルス",0.35,2019,"3月25日～3月31日（2019年）"
"2019-04-07","愛媛県","RSウイルス",0.46,2019,"4月1日～4月7日（2019年）"
