"date","pref","category","value","year","week_label_clean"
"2023-05-14","島根県","新型コロナウイルス",1.61,2023,"5月8日～5月14日（2023年）"
"2023-05-21","島根県","新型コロナウイルス",1.55,2023,"5月15日～5月21日（2023年）"
"2023-05-28","島根県","新型コロナウイルス",1.47,2023,"5月22日～5月28日（2023年）"
"2023-06-04","島根県","新型コロナウイルス",2.29,2023,"5月29日～6月4日（2023年）"
"2023-06-11","島根県","新型コロナウイルス",2.76,2023,"6月5日～6月11日（2023年）"
"2023-06-18","島根県","新型コロナウイルス",2.95,2023,"6月12日～6月18日（2023年）"
"2023-06-25","島根県","新型コロナウイルス",3.42,2023,"6月19日～6月25日（2023年）"
"2023-07-02","島根県","新型コロナウイルス",4.08,2023,"6月26日～7月2日（2023年）"
"2023-07-09","島根県","新型コロナウイルス",6.79,2023,"7月3日～7月9日（2023年）"
"2023-07-16","島根県","新型コロナウイルス",8.74,2023,"7月10日～7月16日（2023年）"
"2023-07-23","島根県","新型コロナウイルス",10.68,2023,"7月17日～7月23日（2023年）"
"2023-07-30","島根県","新型コロナウイルス",14.92,2023,"7月24日～7月30日（2023年）"
"2023-08-06","島根県","新型コロナウイルス",15.71,2023,"7月31日～8月6日（2023年）"
"2023-08-13","島根県","新型コロナウイルス",15.29,2023,"8月7日～8月13日（2023年）"
"2023-08-20","島根県","新型コロナウイルス",19.08,2023,"8月14日～8月20日（2023年）"
"2023-08-27","島根県","新型コロナウイルス",15.26,2023,"8月21日～8月27日（2023年）"
"2023-09-03","島根県","新型コロナウイルス",15.55,2023,"8月28日～9月3日（2023年）"
"2023-09-10","島根県","新型コロナウイルス",18.92,2023,"9月4日～9月10日（2023年）"
"2023-09-17","島根県","新型コロナウイルス",13.68,2023,"9月11日～9月17日（2023年）"
"2023-09-24","島根県","新型コロナウイルス",9.63,2023,"9月18日～9月24日（2023年）"
"2023-10-01","島根県","新型コロナウイルス",5.26,2023,"9月25日～10月1日（2023年）"
"2023-10-08","島根県","新型コロナウイルス",4.42,2023,"10月2日～10月8日（2023年）"
"2023-10-15","島根県","新型コロナウイルス",2.74,2023,"10月9日～10月15日（2023年）"
"2023-10-22","島根県","新型コロナウイルス",1.87,2023,"10月16日～10月22日（2023年）"
"2023-10-29","島根県","新型コロナウイルス",1.55,2023,"10月23日～10月29日（2023年）"
"2023-11-05","島根県","新型コロナウイルス",1.63,2023,"10月30日～11月5日（2023年）"
"2023-11-12","島根県","新型コロナウイルス",1.5,2023,"11月6日～11月12日（2023年）"
"2023-11-19","島根県","新型コロナウイルス",1.03,2023,"11月13日～11月19日（2023年）"
"2023-11-26","島根県","新型コロナウイルス",1.53,2023,"11月20日～11月26日（2023年）"
"2023-12-03","島根県","新型コロナウイルス",1.53,2023,"11月27日～12月3日（2023年）"
"2023-12-10","島根県","新型コロナウイルス",2.76,2023,"12月4日～12月10日（2023年）"
"2023-12-17","島根県","新型コロナウイルス",2.61,2023,"12月11日～12月17日（2023年）"
"2023-12-24","島根県","新型コロナウイルス",2.84,2023,"12月18日～12月24日（2023年）"
"2023-12-31","島根県","新型コロナウイルス",3.87,2023,"12月25日～12月31日（2023年）"
"2024-01-07","島根県","新型コロナウイルス",5.74,2024,"1月1日～1月7日（2024年）"
"2024-01-14","島根県","新型コロナウイルス",6.13,2024,"1月8日～1月14日（2024年）"
"2024-01-21","島根県","新型コロナウイルス",9.13,2024,"1月15日～1月21日（2024年）"
"2024-01-28","島根県","新型コロナウイルス",8.53,2024,"1月22日～1月28日（2024年）"
"2024-02-04","島根県","新型コロナウイルス",11.58,2024,"1月29日～2月4日（2024年）"
"2024-02-11","島根県","新型コロナウイルス",10.05,2024,"2月5日～2月11日（2024年）"
"2024-02-18","島根県","新型コロナウイルス",8.16,2024,"2月12日～2月18日（2024年）"
"2024-02-25","島根県","新型コロナウイルス",7.42,2024,"2月19日～2月25日（2024年）"
"2024-03-03","島根県","新型コロナウイルス",5.92,2024,"2月26日～3月3日（2024年）"
"2024-03-10","島根県","新型コロナウイルス",6.16,2024,"3月4日～3月10日（2024年）"
"2024-03-17","島根県","新型コロナウイルス",6.08,2024,"3月11日～3月17日（2024年）"
"2024-03-24","島根県","新型コロナウイルス",4.61,2024,"3月18日～3月24日（2024年）"
"2024-03-31","島根県","新型コロナウイルス",3.45,2024,"3月25日～3月31日（2024年）"
"2024-04-07","島根県","新型コロナウイルス",3.95,2024,"4月1日～4月7日（2024年）"
