"date","pref","category","value","year","week_label_clean"
"2023-05-14","岩手県","新型コロナウイルス",3.11,2023,"5月8日～5月14日（2023年）"
"2023-05-21","岩手県","新型コロナウイルス",6.32,2023,"5月15日～5月21日（2023年）"
"2023-05-28","岩手県","新型コロナウイルス",5.97,2023,"5月22日～5月28日（2023年）"
"2023-06-04","岩手県","新型コロナウイルス",6.44,2023,"5月29日～6月4日（2023年）"
"2023-06-11","岩手県","新型コロナウイルス",4.87,2023,"6月5日～6月11日（2023年）"
"2023-06-18","岩手県","新型コロナウイルス",4.75,2023,"6月12日～6月18日（2023年）"
"2023-06-25","岩手県","新型コロナウイルス",5.59,2023,"6月19日～6月25日（2023年）"
"2023-07-02","岩手県","新型コロナウイルス",6.27,2023,"6月26日～7月2日（2023年）"
"2023-07-09","岩手県","新型コロナウイルス",6.73,2023,"7月3日～7月9日（2023年）"
"2023-07-16","岩手県","新型コロナウイルス",6.98,2023,"7月10日～7月16日（2023年）"
"2023-07-23","岩手県","新型コロナウイルス",10.79,2023,"7月17日～7月23日（2023年）"
"2023-07-30","岩手県","新型コロナウイルス",13.26,2023,"7月24日～7月30日（2023年）"
"2023-08-06","岩手県","新型コロナウイルス",15.79,2023,"7月31日～8月6日（2023年）"
"2023-08-13","岩手県","新型コロナウイルス",16.9,2023,"8月7日～8月13日（2023年）"
"2023-08-20","岩手県","新型コロナウイルス",30.42,2023,"8月14日～8月20日（2023年）"
"2023-08-27","岩手県","新型コロナウイルス",31.71,2023,"8月21日～8月27日（2023年）"
"2023-09-03","岩手県","新型コロナウイルス",35.24,2023,"8月28日～9月3日（2023年）"
"2023-09-10","岩手県","新型コロナウイルス",29.87,2023,"9月4日～9月10日（2023年）"
"2023-09-17","岩手県","新型コロナウイルス",21.44,2023,"9月11日～9月17日（2023年）"
"2023-09-24","岩手県","新型コロナウイルス",12.02,2023,"9月18日～9月24日（2023年）"
"2023-10-01","岩手県","新型コロナウイルス",9.3,2023,"9月25日～10月1日（2023年）"
"2023-10-08","岩手県","新型コロナウイルス",6.52,2023,"10月2日～10月8日（2023年）"
"2023-10-15","岩手県","新型コロナウイルス",4.48,2023,"10月9日～10月15日（2023年）"
"2023-10-22","岩手県","新型コロナウイルス",3.95,2023,"10月16日～10月22日（2023年）"
"2023-10-29","岩手県","新型コロナウイルス",3.86,2023,"10月23日～10月29日（2023年）"
"2023-11-05","岩手県","新型コロナウイルス",3.14,2023,"10月30日～11月5日（2023年）"
"2023-11-12","岩手県","新型コロナウイルス",2.62,2023,"11月6日～11月12日（2023年）"
"2023-11-19","岩手県","新型コロナウイルス",2.1,2023,"11月13日～11月19日（2023年）"
"2023-11-26","岩手県","新型コロナウイルス",2.78,2023,"11月20日～11月26日（2023年）"
"2023-12-03","岩手県","新型コロナウイルス",3.38,2023,"11月27日～12月3日（2023年）"
"2023-12-10","岩手県","新型コロナウイルス",3.54,2023,"12月4日～12月10日（2023年）"
"2023-12-17","岩手県","新型コロナウイルス",3.26,2023,"12月11日～12月17日（2023年）"
"2023-12-24","岩手県","新型コロナウイルス",3.84,2023,"12月18日～12月24日（2023年）"
"2023-12-31","岩手県","新型コロナウイルス",6.27,2023,"12月25日～12月31日（2023年）"
"2024-01-07","岩手県","新型コロナウイルス",7.72,2024,"1月1日～1月7日（2024年）"
"2024-01-14","岩手県","新型コロナウイルス",10.34,2024,"1月8日～1月14日（2024年）"
"2024-01-21","岩手県","新型コロナウイルス",10.93,2024,"1月15日～1月21日（2024年）"
"2024-01-28","岩手県","新型コロナウイルス",16.82,2024,"1月22日～1月28日（2024年）"
"2024-02-04","岩手県","新型コロナウイルス",16.15,2024,"1月29日～2月4日（2024年）"
"2024-02-11","岩手県","新型コロナウイルス",18.07,2024,"2月5日～2月11日（2024年）"
"2024-02-18","岩手県","新型コロナウイルス",12.4,2024,"2月12日～2月18日（2024年）"
"2024-02-25","岩手県","新型コロナウイルス",11.57,2024,"2月19日～2月25日（2024年）"
"2024-03-03","岩手県","新型コロナウイルス",11.07,2024,"2月26日～3月3日（2024年）"
"2024-03-10","岩手県","新型コロナウイルス",10.9,2024,"3月4日～3月10日（2024年）"
"2024-03-17","岩手県","新型コロナウイルス",11.28,2024,"3月11日～3月17日（2024年）"
"2024-03-24","岩手県","新型コロナウイルス",9.51,2024,"3月18日～3月24日（2024年）"
"2024-03-31","岩手県","新型コロナウイルス",9.16,2024,"3月25日～3月31日（2024年）"
"2024-04-07","岩手県","新型コロナウイルス",8.95,2024,"4月1日～4月7日（2024年）"
"2024-04-14","岩手県","新型コロナウイルス",7.75,2024,"4月8日～4月14日（2024年）"
"2024-04-21","岩手県","新型コロナウイルス",7.24,2024,"4月15日～4月21日（2024年）"
"2024-04-28","岩手県","新型コロナウイルス",6.16,2024,"4月22日～4月28日（2024年）"
"2024-05-05","岩手県","新型コロナウイルス",3.98,2024,"4月29日～5月5日（2024年）"
"2024-05-12","岩手県","新型コロナウイルス",4.51,2024,"5月6日～5月12日（2024年）"
"2024-05-19","岩手県","新型コロナウイルス",4.51,2024,"5月13日～5月19日（2024年）"
"2024-05-26","岩手県","新型コロナウイルス",3.06,2024,"5月20日～5月26日（2024年）"
"2024-06-02","岩手県","新型コロナウイルス",2.7,2024,"5月27日～6月2日（2024年）"
"2024-06-09","岩手県","新型コロナウイルス",3.35,2024,"6月3日～6月9日（2024年）"
"2024-06-16","岩手県","新型コロナウイルス",3.05,2024,"6月10日～6月16日（2024年）"
"2024-06-23","岩手県","新型コロナウイルス",3.49,2024,"6月17日～6月23日（2024年）"
"2024-06-30","岩手県","新型コロナウイルス",4.57,2024,"6月24日～6月30日（2024年）"
"2024-07-07","岩手県","新型コロナウイルス",5.6,2024,"7月1日～7月7日（2024年）"
"2024-07-14","岩手県","新型コロナウイルス",6.78,2024,"7月8日～7月14日（2024年）"
"2024-07-21","岩手県","新型コロナウイルス",9.65,2024,"7月15日～7月21日（2024年）"
"2024-07-28","岩手県","新型コロナウイルス",12.51,2024,"7月22日～7月28日（2024年）"
"2024-08-04","岩手県","新型コロナウイルス",14.27,2024,"7月29日～8月4日（2024年）"
"2024-08-11","岩手県","新型コロナウイルス",12.1,2024,"8月5日～8月11日（2024年）"
"2024-08-18","岩手県","新型コロナウイルス",15.06,2024,"8月12日～8月18日（2024年）"
"2024-08-25","岩手県","新型コロナウイルス",15.94,2024,"8月19日～8月25日（2024年）"
"2024-09-01","岩手県","新型コロナウイルス",15.44,2024,"8月26日～9月1日（2024年）"
"2024-09-08","岩手県","新型コロナウイルス",13.43,2024,"9月2日～9月8日（2024年）"
"2024-09-15","岩手県","新型コロナウイルス",10.11,2024,"9月9日～9月15日（2024年）"
"2024-09-22","岩手県","新型コロナウイルス",6.71,2024,"9月16日～9月22日（2024年）"
"2024-09-29","岩手県","新型コロナウイルス",5.76,2024,"9月23日～9月29日（2024年）"
"2024-10-06","岩手県","新型コロナウイルス",4.86,2024,"9月30日～10月6日（2024年）"
"2024-10-13","岩手県","新型コロナウイルス",3.51,2024,"10月7日～10月13日（2024年）"
"2024-10-20","岩手県","新型コロナウイルス",4.05,2024,"10月14日～10月20日（2024年）"
"2024-10-27","岩手県","新型コロナウイルス",3.13,2024,"10月21日～10月27日（2024年）"
"2024-11-03","岩手県","新型コロナウイルス",2.95,2024,"10月28日～11月3日（2024年）"
"2024-11-10","岩手県","新型コロナウイルス",3.48,2024,"11月4日～11月10日（2024年）"
"2024-11-17","岩手県","新型コロナウイルス",5.57,2024,"11月11日～11月17日（2024年）"
"2024-11-24","岩手県","新型コロナウイルス",6.37,2024,"11月18日～11月24日（2024年）"
"2024-12-01","岩手県","新型コロナウイルス",8.21,2024,"11月25日～12月1日（2024年）"
"2024-12-08","岩手県","新型コロナウイルス",8.21,2024,"12月2日～12月8日（2024年）"
"2024-12-15","岩手県","新型コロナウイルス",10.51,2024,"12月9日～12月15日（2024年）"
"2024-12-22","岩手県","新型コロナウイルス",12.76,2024,"12月16日～12月22日（2024年）"
"2024-12-29","岩手県","新型コロナウイルス",14.75,2024,"12月23日～12月29日（2024年）"
"2025-01-05","岩手県","新型コロナウイルス",12.05,2025,"12月30日～1月5日（2025年）"
"2025-01-12","岩手県","新型コロナウイルス",12.82,2025,"1月6日～1月12日（2025年）"
"2025-01-19","岩手県","新型コロナウイルス",9.4,2025,"1月13日～1月19日（2025年）"
"2025-02-02","岩手県","新型コロナウイルス",7.5,2025,"1月27日～2月2日（2025年）"
"2025-02-09","岩手県","新型コロナウイルス",7.44,2025,"2月3日～2月9日（2025年）"
"2025-02-16","岩手県","新型コロナウイルス",5.4,2025,"2月10日～2月16日（2025年）"
"2025-02-23","岩手県","新型コロナウイルス",4.63,2025,"2月17日～2月23日（2025年）"
"2025-03-02","岩手県","新型コロナウイルス",4,2025,"2月24日～3月2日（2025年）"
"2025-03-09","岩手県","新型コロナウイルス",3.52,2025,"3月3日～3月9日（2025年）"
"2025-03-16","岩手県","新型コロナウイルス",3.34,2025,"3月10日～3月16日（2025年）"
"2025-03-23","岩手県","新型コロナウイルス",3.19,2025,"3月17日～3月23日（2025年）"
"2025-03-30","岩手県","新型コロナウイルス",3.48,2025,"3月24日～3月30日（2025年）"
"2025-04-06","岩手県","新型コロナウイルス",2.45,2025,"3月31日～4月6日（2025年）"
"2025-04-13","岩手県","新型コロナウイルス",2.36,2025,"4月7日～4月13日（2025年）"
"2025-04-20","岩手県","新型コロナウイルス",2.36,2025,"4月14日～4月20日（2025年）"
"2025-04-27","岩手県","新型コロナウイルス",1.75,2025,"4月21日～4月27日（2025年）"
"2025-05-04","岩手県","新型コロナウイルス",1.25,2025,"4月28日～5月4日（2025年）"
"2025-05-11","岩手県","新型コロナウイルス",1.29,2025,"5月5日～5月11日（2025年）"
"2025-05-18","岩手県","新型コロナウイルス",1.57,2025,"5月12日～5月18日（2025年）"
"2025-05-25","岩手県","新型コロナウイルス",0.67,2025,"5月19日～5月25日（2025年）"
"2025-06-01","岩手県","新型コロナウイルス",0.62,2025,"5月26日～6月1日（2025年）"
"2025-06-08","岩手県","新型コロナウイルス",0.81,2025,"6月2日～6月8日（2025年）"
"2025-06-15","岩手県","新型コロナウイルス",0.63,2025,"6月9日～6月15日（2025年）"
"2025-06-22","岩手県","新型コロナウイルス",0.9,2025,"6月16日～6月22日（2025年）"
"2025-06-29","岩手県","新型コロナウイルス",0.59,2025,"6月23日～6月29日（2025年）"
